Facility ID;Facility Name;Location (lat/lon);Address;city;county;Zip;state;rating(google);Website;Contact email;Contact Phone
ChIJ5Wc15suEjogRmjzyoOWpR_U;Hamilton Place Apartments;32.520622/-86.3706876;111 Todd Trail, Millbrook, AL 36054, USA;city;Elmore County;36054;Alabama;;N/A;N/A;(334) 290-7744
ChIJ12jFrk-OjogR7BlqdrBBLeg;Gillespie Senior Center;32.4563849/-86.4672231;332 Doster Rd, Prattville, AL 36067, USA;city;Autauga County;36067;Alabama;;N/A;N/A;(334) 361-3779
ChIJPfWVMiErjIgRBTP9vWRqoHM;Second Home Assisted Living;32.316561/-86.212609;5913 Bramblewood Pl, Montgomery, AL 36117, USA;city;Montgomery County;36117;Alabama;;N/A;N/A;(334) 391-5328
ChIJXzoiCFaFjogRa_jO8ZA7kxg;Summit Terrace;32.479034/-86.41731799999999;2002 Summit Pkwy, Prattville, AL 36066, USA;city;Autauga County;36066;Alabama;5;https://www.aspensquare.com/alabama/prattville/apartments/summit-terrace;N/A;(334) 717-2392
ChIJabAZ0uArjIgR9LuzBwa8HJo;Country Cottage | Assisted Living & Memory Care | Montgomery AL;32.38458440000001/-86.194594;235 Sylvest Dr, Montgomery, AL 36117, USA;city;Montgomery County;36117;Alabama;4.2;http://www.cottageassistedliving.com/Locations/MontgomeryAlabama/tabid/128/ArticleID/29/Montgomery-AL-36117.aspx;N/A;(334) 260-8373
ChIJ-S0vhzUEj4gRZmbTJenw_IY;Epworth House;32.4340564/-87.0196078;2500 Franklin St, Selma, AL 36703, USA;city;Dallas County;36703;Alabama;;http://www.methodisthomes.org/;N/A;(334) 875-6450
ChIJrS_Fx-aPjogROpceBguVsro;Sweetwater Apartments;32.4803177/-86.4341976;1310 Highway 14 E, Prattville, AL 36066, USA;city;US;36066;36066;4;http://www.sweetwaterapartmentsofprattville.com/;N/A;(334) 491-4663
ChIJyXYemOSPjogRh52kv4suYOk;Prattville Health and Rehabilitation;32.4805102/-86.42968239999999;601 Jasmine Trail, Prattville, AL 36067, USA;city;Autauga County;36067;Alabama;2.4;http://www.prattvillehealthandrehab.com/;N/A;(334) 365-2241
ChIJPcWTGZGBjogRwV_3Qt_Dxrc;AHEPA Hellenic Apartments;32.37688499999999/-86.28387499999999;1720 E Washington St, Montgomery, AL 36107, USA;city;Montgomery;36107;Montgomery County;1;N/A;N/A;(334) 263-3046
ChIJFZbaShGcjogRaZ4fWVYCRKI;Merry Wood Lodge;32.5584736/-86.3225794;280 Mt Hebron Rd, Elmore, AL 36025, USA;city;Elmore County;36025;Alabama;4;http://www.genesishcc.com/MerryWoodLodge;N/A;(334) 567-8484
ChIJqerdUziAjogRnH8wTIFTXlM;Manor House of Waterford Place;32.3328468/-86.2745194;3920 Antoinette Dr, Montgomery, AL 36111, USA;city;Montgomery County;36111;Alabama;3;https://affinitylivinggroup.com/community/manor-house-of-waterford-place;N/A;(334) 288-2444
ChIJJx0aBQrHjogR9qHgcTOHgeY;Gardens of Clanton;32.8070981/-86.60524559999999;850 Scott Dr, Clanton, AL 35045, USA;city;Chilton County;35045;Alabama;;http://www.gardensofclanton.com/;N/A;(205) 280-0084
ChIJl8mQc9uBjogR4Wf4Phg4pZg;United Methodist Childrens Home;32.362101/-86.264483;3140 Zelda Ct, Montgomery, AL 36106, USA;city;Montgomery County;36106;Alabama;5;http://www.umch.net/;N/A;(334) 386-5354
ChIJX4f42IsQiYgRaL-4mKExZzs;Methodist Homes For The Aging;33.5247678/-86.7272651;1520 Cooper Hill Rd, Irondale, AL 35210, USA;city;Irondale;35210;Jefferson County;;http://www.methodisthomes.org/;N/A;(205) 951-2442
ChIJaxFZGBkqjIgRgjWZ2cNdoks;Angels For the Elderly Inc;32.383638/-86.239204;40 Angels Ct, Montgomery, AL 36109, USA;city;Montgomery County;36109;Alabama;5;https://www.angelsfortheelderly.com/;N/A;(334) 270-8050
ChIJv2Xd_26BjogRS1UPPwP0U5M;Great Oaks Management;32.3787281/-86.3098648;60 Commerce St #700, Montgomery, AL 36104, USA;city;Montgomery;36104;Montgomery County;;http://greatoaksmanagement.com/welcome.php;N/A;(888) 258-8082
ChIJSStCOyQnjIgRO8Wu4h-LuVs;Gardens of Wetumpka;32.5560153/-86.22166109999999;209 Country Club Dr, Wetumpka, AL 36092, USA;city;Elmore County;36092;Alabama;;http://www.gardensofwetumpka.com/;N/A;(334) 514-4839
ChIJE_LOjA8sjIgRMgyLyU6_Slg;Belmont Assisted Living;32.376852/-86.16629999999999;7295 Copperfield Dr, Montgomery, AL 36117, USA;city;Montgomery County;36117;Alabama;3.7;N/A;N/A;(334) 273-0110
ChIJ08naKd8rjIgR6G1XQKMS2Ig;Eastdale Estates;32.3869261/-86.2000903;5801 Eastdale Dr, Montgomery, AL 36117, USA;city;Montgomery County;36117;Alabama;2.8;http://www.holidaytouch.com/our-communities/eastdale-estates;N/A;(334) 465-6295
ChIJsaU5KR0rjIgRkpNz4u8fweo;Oak Grove Inn;32.332113/-86.2139997;3801 Oak Grove Dr, Montgomery, AL 36116, USA;city;Montgomery County;36116;Alabama;;http://www.oakgroveinn.org/;N/A;(334) 215-8881
ChIJjzoFrk8Ej4gR860LzWZ9RJE;Lighthouse Rehab & Healthcare;32.44095759999999/-87.0149186;2911 Earl Goodwin Pkwy, Selma, AL 36703, USA;city;Dallas County;36703;Alabama;1;N/A;N/A;(334) 875-1868
ChIJfVWbLbiBjogRnSXDlbqTEVQ;Diversicare - Montgomery;32.3592882/-86.2796862;2020 N Country Club Dr, Montgomery, AL 36106, USA;city;Montgomery;36106;Montgomery County;3;https://diversicareofmontgomery.com/;N/A;(334) 263-1643
ChIJ8wZ9CZwqjIgRCfgcZPpfdVE;CaraVita Village;32.33001790000001/-86.25172999999999;4000 Fieldcrest Dr, Montgomery, AL 36111, USA;city;Montgomery County;36111;Alabama;5;http://www.caravitavillage.com/;N/A;(334) 284-0370
ChIJc24Try-BjogRGbR1lb63DSA;Starks Alterra;32.3571774/-86.3294664;1520 Hill St, Montgomery, AL 36108, USA;city;Montgomery County;36108;Alabama;;N/A;N/A;(334) 612-7413
ChIJO6r_4Z8qjIgRWuJUHBR9uXo;Bell Oaks Retirement Community;32.32492680000001/-86.25764940000001;3160 Bell Oaks Cir, Montgomery, AL 36116, USA;city;Montgomery County;36116;Alabama;3;http://www.belloaks.org/;N/A;(334) 281-4523
ChIJoaAZVGhAmogRyRpHAQGlb9Q;Country Place Senior Living Of Fairhope;30.531572/-87.88363699999999;8127 Gayfer Rd Exd, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;3;http://www.countryplaceseniorliving.net/;N/A;(251) 929-3627
ChIJsfnMQq1pmogRIFkX54v5EfM;The Blake at Malbis;30.645802/-87.82424399999999;11626 U.S. Highway 90, Daphne, AL 36526, USA;city;US;36526;36526;3.7;http://www.blakeliving.com/;N/A;(251) 259-5588
ChIJ14wVjSVomogR-crJT46_hcs;Baldwin House;30.660395/-87.84875799999999;10171 Papa George St, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;3;http://baldwinhousealf.com/;N/A;(251) 621-1717
ChIJgaNws3MOmogR7q4nn-RkCLg;Country Place Senior Living of Foley;30.40735/-87.672921;615 E Laurel Ave, Foley, AL 36535, USA;city;Baldwin County;36535;Alabama;5;http://www.countryplaceseniorliving.net/foley;N/A;(251) 943-4412
ChIJ2x8BkRNCmogRyvoHT8OU7VU;The Brennity at Daphne Senior Living;30.623543/-87.86879999999999;27440 Co Rd 13, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;4.4;http://www.brennitydaphne.com/;N/A;(251) 626-9000
ChIJJyM1OfENmogRWCTlW8uZqas;Liveoak Village Independent;30.4331264/-87.6901974;2300 N Cedar St, Foley, AL 36535, USA;city;Baldwin County;36535;Alabama;;http://liveoakal.com/;N/A;(251) 943-6733
ChIJw4KBNy9CmogRc9m9WWYU3DM;Ahepa 310 Xii Apartments;30.59787699999999/-87.886926;1439 Pollard Rd, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;4;http://www.ahepahousing.org/daphne-al-ahepa-310-xii-retirement-communities;N/A;(251) 626-9228
ChIJvdcmNYVtmogRV9NGyDVHR3U;Robertsdale Healthcare Center;30.5630288/-87.7056731;18700 US-90, Robertsdale, AL 36567, USA;city;Baldwin County;36567;Alabama;4.5;http://www.ballhealth.com/;N/A;(251) 947-1911
ChIJ1-ZbmHdAmogRuRGPJlmK2Ds;The Brennity at Fairhope Senior Living;30.51302729999999/-87.8832572;50 Spring Run Dr, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;4.5;http://www.brennityfairhope.com/;N/A;(251) 928-5555
ChIJOevAU1sFmogR1zZ-4gKRi_A;The Haven Assisted Living & Memory Care Center;30.3240561/-87.6823022;6848 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA;city;Baldwin County;36542;Alabama;3;N/A;N/A;(251) 923-2800
ChIJbefQRRRDmogRaGHc2wUc6zk;Westminster Village;30.668597/-87.90186799999999;500 Spanish Fort Blvd, Spanish Fort, AL 36527, USA;city;Baldwin County;36527;Alabama;3.7;https://www.actsretirement.org/communities/alabama/westminster-village-spanish-fort/;N/A;(251) 616-3514
ChIJe5wcCWxAmogRvnCQItprZqk;Ahepa 310 III Apartments;30.527759/-87.878738;20765 Bishop Rd, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;;http://www.ahepahousing.org/fairhope-al-ahepa-310-iii-senior-apartments;N/A;(251) 928-7352
ChIJGaSjnm5AmogRaonr7yOOO7Y;Homestead Village Of Fairhope;30.5261615/-87.87956129999999;924 Plantation Blvd, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;4.6;http://www.hvfairhope.com/;N/A;(251) 929-0250
ChIJsbowMyhCmogR9yFlE9uHRxo;Gardens of Daphne;30.6042332/-87.8882265;1307 Daphne Ave, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;3.3;http://www.gardensofdaphne.com/;N/A;(251) 625-0802
ChIJIxK-09RqmogR0LV49OORauU;Oakland Place;30.5100649/-87.81817909999999;19570 Co Rd 33, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;5;http://www.oaklandplace.net/;N/A;(251) 928-5560
ChIJN60eus2ym4gR3rj8_AYI-WM;Atria Regency;30.6667552/-88.17156199999999;4720 Morrison Dr, Mobile, AL 36609, USA;city;Mobile;36609;Mobile County;3.5;http://www.atriaseniorliving.com/retirement-communities/atria-regency-mobile-al/;N/A;(251) 829-7101
ChIJ-xMDkRNCmogRKdt1eDR1FOs;Catherine Place;30.6237283/-87.86834879999999;27440 Co Rd 13, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;3;http://www.mercymedical.com/;N/A;(251) 626-9000
ChIJLzCEqjyKmogR78d-6S2fbRE;Oakwood - North Baldwin’s Center for Living;30.904604/-87.786158;2010 Medical Center Dr, Bay Minette, AL 36507, USA;city;Baldwin County;36507;Alabama;5;https://www.infirmaryhealth.org/services/senior-care/oakwood-north-baldwin;N/A;(251) 937-3501
ChIJB4ymL_Gym4gRFJ5ZnQWVuoo;Somerby of Mobile;30.669588/-88.202501;901 Somerby Dr, Mobile, AL 36695, USA;city;Mobile;36695;Mobile County;5;http://somerbyseniorliving.com/community/mobile-al/;N/A;(251) 776-1455
ChIJk4ioWjMOmogR9efCzPLVDWw;Community Hospice of Baldwin County;30.4219701/-87.68234339999999;1450 N McKenzie St, Foley, AL 36535, USA;city;Baldwin County;36535;Alabama;;http://www.communityhospiceal.org/;N/A;(251) 943-5015
ChIJ21EOKvcNmogR8heL5WWtYJc;Liveoak Village Active Senior;30.4329766/-87.69498469999999;300 Live Oak Blvd, Foley, AL 36535, USA;city;Baldwin County;36535;Alabama;;http://liveoakvillage.com/default.asp?ID=2;N/A;(251) 971-1940
ChIJo_wBp2izm4gRL7uv6T-Ux9M;Elmcroft of Heritage Woods;30.6192605/-88.1914548;3440 Hillcrest Rd, Mobile, AL 36695, USA;city;Mobile;36695;Mobile County;;http://www.elmcroft.com/community/elmcroft-of-heritage-woods/;N/A;(251) 665-9063
ChIJedqCuZpAmogRmqbfN3dSNF4;Fairhope Health and Rehab;30.52041169999999/-87.9050627;108 S Church St, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;2.7;https://www.facebook.com/FairhopeHealthandRehab?fref=ts&ref=br_tf;N/A;(251) 928-2153
ChIJ82ZigddPmogRb4f1RGszbZ8;BrightStar Care North Mobile/Baldwin Co.;30.6723923/-87.8814021;8245 Spanish Fort Blvd, Spanish Fort, AL 36527, USA;city;Baldwin County;36527;Alabama;4.8;http://www.brightstarcare.com/north-mobile-baldwin-co;N/A;(251) 405-6451
ChIJhZLEpetRmogR9hfv3cE0XVg;Twin Oaks Nursing Home Inc;30.71728090000001/-88.0738468;857 Crawford Ln, Mobile, AL 36617, USA;city;Mobile;36617;Mobile County;3;http://www.ballhealth.com/;N/A;(251) 476-3420
ChIJixhqYg4OmogRAxV4NPBmMLk;Liveoak Village Active Senior;30.41559999999999/-87.70349999999999;300 village Square Blvd, Foley, AL 36535, USA;city;Baldwin County;36535;Alabama;;http://liveoakvillage.com/;N/A;(251) 943-3827
ChIJTVKmGdZMmogR0ricSsFXGsE;Ahepa 310-V Apartments;30.652523/-88.16226900000001;100 Ahepa Ln, Mobile, AL 36609, USA;city;Mobile;36609;Mobile County;3;http://www.ahepahousing.org/mobile-al-ahepa-310-v-retirement-apartments;N/A;(251) 666-5696
ChIJ7xeUitsEmogRLaG-Pfxvhmg;City of Gulf Shores: Harry Roberts Community House and Senior Center;30.2696415/-87.6826842;300 E 16th Ave, Gulf Shores, AL 36542, USA;city;Baldwin County;36542;Alabama;;http://www.gulfshoresal.gov/;N/A;(251) 968-1434
ChIJaw6yNTNMmogRPcQOzmD9SA8;Crowne Health Care-Mobile Llc;30.6524031/-88.1029956;954 Navco Rd, Mobile, AL 36605, USA;city;Mobile;36605;Mobile County;2;http://www.crownemanagement.com/;N/A;(251) 473-8684
ChIJERTPjcrqkIgRz95Ey4M6yT4;Brookdale Pensacola;30.5225671/-87.2200941;8700 University Pkwy, Pensacola, FL 32514, USA;city;Pensacola;32514;Escambia County;4.5;https://www.brookdale.com/en/communities/brookdale-pensacola.html;N/A;(850) 583-3867
ChIJvXG7Vo9NmogRz3rCn0l6dxA;Dauphin Way Assisted Living;30.6923255/-88.1183126;3085 Dauphin Square Conn, Mobile, AL 36607, USA;city;Mobile;36607;Mobile County;;http://www.dauphinwayalf.com/;N/A;(251) 450-1110
ChIJRWZfCzxOmogRDsKUju4fF0U;Murray House;30.6821106/-88.0656461;1257 Government St, Mobile, AL 36604, USA;city;Mobile;36604;Mobile County;;http://www.murrayhouseliving.com/;N/A;(251) 432-2272
ChIJ9QuNxnBNmogREWUcWsIbTkU;Springhill Senior Residence;30.684213/-88.130523;3717 Dauphin St, Mobile, AL 36608, USA;city;Mobile;36608;Mobile County;3.9;http://www.springhillmedicalcenter.com/what-we-do/senior-residence.aspx;N/A;(251) 343-0909
ChIJ83aXT21TmogRQbFK-d5EXDo;Highpoint Senior Apartments;30.76814049999999/-88.13968919999999;4611 W Myers Rd, Eight Mile, AL 36613, USA;city;Prichard;36613;Mobile County;;N/A;N/A;(251) 300-2380
ChIJFfYm4wZOmogRq8nYgNvmzaY;Ashland Place Health and Rehabilitation, LLC;30.6901235/-88.08707110000002;148 Tuscaloosa St, Mobile, AL 36607, USA;city;Mobile;36607;Mobile County;3.5;http://www.ashlandplacehealthandrehab.com/;N/A;(251) 471-5431
ChIJM-u9YQ-zm4gRDjAisNHV7q4;Brookside Senior Living Community;30.642274/-88.200321;2260 Pesnell Ct Unit 5-A, Mobile, AL 36695, USA;city;Overton;36695;Mobile;3.3;http://www.livingatbrookside.com/;N/A;(251) 776-5999
ChIJ6WiEM-O9kIgR_hVOHKNGvSI;Veranda of Pensacola;30.48841509999999/-87.3054001;6982 Pine Forest Rd, Pensacola, FL 32526, USA;city;Pensacola;32526;Escambia County;3.2;http://www.verandaofpensacola.com/;N/A;(850) 634-3766
ChIJR6l0hFKzm4gR4INXtJWwB1A;Knollwood Pointe;30.61789570000001/-88.17140359999999;5601 Girby Rd, Mobile, AL 36693, USA;city;Mobile;36693;Mobile County;4.3;http://knollwoodpointe.com/;N/A;(251) 666-1005
ChIJPaNto0JWmogR7TMnar_muH8;Carrington Place;30.84838169999999/-88.0703814;300 Baker Rd, Satsuma, AL 36572, USA;city;Mobile County;36572;Alabama;;http://www.carrington-place.com/;N/A;(251) 679-9192
ChIJIeWXxBu8kIgR8iusqks2Rhg;Emerald Gardens;30.4249636/-87.3080588;1012 N 72nd Ave, Pensacola, FL 32506, USA;city;Escambia County;32506;Florida;4.4;N/A;N/A;(850) 458-8558
ChIJl6FXY3dNmogR2oMqmknU7Ks;Crowne Place Assisted Living;30.6868461/-88.13232579999999;3720 Dauphin St, Mobile, AL 36608, USA;city;Mobile;36608;Mobile County;4;http://www.crownehome.com/;N/A;(251) 344-3866
ChIJXX3KnK_AkIgR3DLTlJUbkeg;Wesley Haven Villa;30.4166474/-87.2142497;111 E Wright St, Pensacola, FL 32501, USA;city;Pensacola;32501;Escambia County;3;http://www.methodisthomes.org/;N/A;(850) 434-1035
ChIJdxZV4ClNmogRyqrR0HnCzy8;University Oaks;30.6531053/-88.16222280000001;650 S University Blvd, Mobile, AL 36609, USA;city;Mobile;36609;Mobile County;4;http://www.holidaytouch.com/our-communities/university-oaks;N/A;(251) 418-0999
ChIJqWowT0mzm4gRgVE98OqbJC4;Gordon Oaks Retirement Community;30.6248302/-88.1727379;3145 Knollwood Dr, Mobile, AL 36693, USA;city;Mobile;36693;Mobile County;2.3;http://gordon-oaks.com/;N/A;(251) 661-7600
ChIJP9iXB5uym4gRmxikGRCqALw;Ashbury Manor Inc;30.69148899999999/-88.195054;6562 Old Shell Rd, Mobile, AL 36608, USA;city;Mobile;36608;Mobile County;5;http://www.ashburymanormobile.com/;N/A;(251) 340-7528
ChIJG87HWbtNmogRmDoJUMkslL4;Hope Ahead Residential Living;30.66966519999999/-88.11892949999999;600 Bel Air Blvd # 210, Mobile, AL 36606, USA;city;Brookwood;36606;Mobile;;N/A;N/A;(251) 476-6655
ChIJfRW61n9NmogR9SQjWsZLaVo;Wilmer Hall Children's Home;30.698311/-88.131221;3811 Old Shell Rd, Mobile, AL 36608, USA;city;Mobile;36608;Mobile County;3.7;https://www.wilmerhall.org/;N/A;(251) 342-4931
ChIJTV4ltA-WkIgRUjfVWOkvuNA;Homestead Village Retirement Community;30.51420389999999/-87.31005139999999;7830 Pine Forest Rd, Pensacola, FL 32526, USA;city;Pensacola;32526;Escambia County;4.7;http://www.hvpensacola.com/;N/A;(850) 941-5000
ChIJ16fQl2xCmogRo4IigzpT22A;John McClure Snook Memory Care Community;30.6218394/-87.86891199999999;27296 Co Rd 13, Daphne, AL 36526, USA;city;Baldwin County;36526;Alabama;;http://mercymedical.com/ResidentialPrograms/popup_snook_loc.html;N/A;(251) 625-2555
ChIJdZMIV7y-kIgRbkShNKs9L4s;Tranquil Villas;30.4273602/-87.28903009999999;5221 Flaxman St, Pensacola, FL 32506, USA;city;Escambia County;32506;Florida;;http://www.seniorvillas.net/;N/A;(850) 455-3675
ChIJ7Ub_VY9NmogR1j2ght5m3KE;Palm Gardens Health and Rehabilitation, LLC;30.69222050000001/-88.1196317;3104 Dauphin Square Conn, Mobile, AL 36607, USA;city;Mobile;36607;Mobile County;1;http://palmgardenshealthandrehab.com/;N/A;(251) 450-2800
ChIJqS3i_wRBmogRsVkgnpNPYrU;Montrose Bay Health and Rehabilitation Center;30.5552513/-87.89877779999999;22670 Main St, Fairhope, AL 36532, USA;city;Baldwin County;36532;Alabama;1.6;http://www.savaseniorcare.com/;N/A;(251) 928-2177
ChIJ0wagrlm_kIgR6oQms_sT0Aw;Englewood Senior Apartments;30.4211456/-87.2382757;1810 W Cervantes St, Pensacola, FL 32501, USA;city;Pensacola;32501;Escambia County;3.3;http://www.englewoodsenior.com/;N/A;(850) 434-6777
ChIJPVURMfmJmogRtEJ3xM6OlwY;Baldwin County Council On Aging;30.8853476/-87.7734658;300 Hoyle Ave, Bay Minette, AL 36507, USA;city;Baldwin County;36507;Alabama;;http://baldwincountyal.gov/departments/council-on-aging;N/A;(251) 580-1693
ChIJYSdx25d5kIgRGbzi_G0zY9o;Meadows Assisted Living;31.0219979/-87.47969139999999;202 Medical Park Dr, Atmore, AL 36502, USA;city;Escambia County;36502;Alabama;5;http://crownehealthcare.com/living-and-care-options/assisted-living/the-meadows-of-atmore/;N/A;(251) 446-9317
ChIJeZYP5V-ym4gRb3YaBnXWLWU;Brookside Specialty & Memory Care;30.6761106/-88.20825010000001;680 Cody Rd, Mobile, AL 36695, USA;city;Mobile;36695;Mobile County;4;http://www.livingatbrookside.com/;N/A;(251) 639-0494
ChIJA5q2Qp1tmogRNw1Ya0YRQ18;Robertsdale Senior Citizen's Center;30.5546344/-87.7085768;Robertsdale Trail, Robertsdale, AL 36567, USA;city;AL;36567;United States;;http://www.robertsdale.org/community/senior-center/;N/A;(251) 947-8900
ChIJEc8VjUuzm4gRJ8iqNNBF9h0;Gordon Oaks Healthcare Center;30.6252698/-88.17205229999999;3151A Knollwood Dr, Mobile, AL 36693, USA;city;Mobile;36693;Mobile County;;N/A;N/A;(251) 661-7608
ChIJh00I-Rq_kIgRYwUtV8X-Cio;Wesley Scott Place;30.4394688/-87.2537004;3300 W Scott St, Pensacola, FL 32505, USA;city;Pensacola;32505;Escambia County;5;http://www.methodisthomes.org/;N/A;(850) 437-1400
ChIJD5gz3eaym4gRdQ0bXyoHKxc;Ahepa;30.6381538/-88.190845;2550 Hillcrest Rd, Mobile, AL 36695, USA;city;Mobile;36695;Mobile County;;http://www.ahepahousing.org/mobile-al-ahepa-310-v-retirement-apartments;N/A;(251) 660-1783
ChIJLaYLinpHjYgRePVyvMPU5AE;River Oaks West;31.8905371/-85.155727;903 W Union St, Eufaula, AL 36027, USA;city;Barbour County;36027;Alabama;;http://crownehealthcare.com/living-and-care-options/river-oaks-eufala/;N/A;(334) 687-6089
ChIJSazSlWU4jYgRdAxgcKz-GC4;Gardens of Eufaula;31.9154/-85.1387;395 Lake Dr, Eufaula, AL 36027, USA;city;Barbour County;36027;Alabama;5;http://www.gardensofeufaula.com/;N/A;(334) 687-0430
ChIJObWGsBpgjYgRJdq4rLzz3Gw;Twin Magnolias Assisted Living;31.5460132/-85.2878128;3084 US-431, Abbeville, AL 36310, USA;city;Henry County;36310;Alabama;;http://www.twinmagnolias.branditwebsites.com/;N/A;(334) 585-1072
ChIJsRBjSKGNkogRD77itS2n-q4;The Terrace at Grove Park;31.2332158/-85.46303589999999;101 Tulip Ln, Dothan, AL 36305, USA;city;Houston County;36305;Alabama;4.8;https://www.fivestarseniorliving.com/communities/al/dothan/the-terrace-at-grove-park;N/A;(334) 792-7349
ChIJRxqTvu1fjYgRRywBDptINTk;Dogwood Manor Assisted Living;31.5536029/-85.2551799;301 Ward Dr, Abbeville, AL 36310, USA;city;Henry County;36310;Alabama;1;N/A;N/A;(334) 585-1114
ChIJNaN7oy1skogRjUDmkQU_E4w;Kelley Place;31.3298581/-85.8572861;109 Chaney St, Enterprise, AL 36330, USA;city;Coffee County;36330;Alabama;5;http://www.enterprisememorycare.com/;N/A;(334) 393-7233
ChIJsXVKi8XyjIgRzy2usfqBVHc;Morningside of Auburn;32.6262307/-85.4634334;871 Twin Forks Ave, Auburn, AL 36830, USA;city;Lee County;36830;Alabama;5;https://www.fivestarseniorliving.com/communities/al/auburn/morningside-of-auburn;N/A;(334) 887-1061
ChIJQzXLgBuTkogRZVQamCAJlm4;Extendicare Health Center;31.211441/-85.391019;950 S St Andrews St, Dothan, AL 36301, USA;city;Houston County;36301;Alabama;4.8;http://www.extendicarehealth.com/facilities/extendicare/;N/A;(334) 793-1177
ChIJUzCmzY9ukogRgaSSwe945to;Wynnwood Oaks Assisted Living;31.3220181/-85.8359981;203 Wynn Rd, Enterprise, AL 36330, USA;city;Coffee County;36330;Alabama;4;N/A;N/A;(334) 347-1555
ChIJZXkLrF17kogRFkIQbKw-DRQ;Providence Assisted Living;31.39414900000001/-85.69254699999999;171 Grimes Rd, Ozark, AL 36360, USA;city;Dale County;36360;Alabama;;http://www.extendicarehealth.com/facilities/providence/;N/A;(334) 774-0364
ChIJdfQphb6NkogRYKkDPwXDma4;Somerset Assisted Living;31.246249/-85.461387;815 John D Odom Rd, Dothan, AL 36303, USA;city;Houston County;36303;Alabama;5;http://www.extendicarehealth.com/facilities/somerset/;N/A;(334) 671-9990
ChIJE9svWOaNkogR2gNiWiCb1AE;Whitehall Assisted Living;31.2655021/-85.45612389999999;2100 John D Odom Rd, Dothan, AL 36303, USA;city;Houston County;36303;Alabama;5;http://www.extendicarehealth.com/facilities/whitehall/;N/A;(334) 699-4277
ChIJLyAYb4KSkogRtBE7Hiy5bhI;Wesley Place on Honeysuckle;31.21993699999999/-85.436577;718 Honeysuckle Rd, Dothan, AL 36305, USA;city;Houston County;36305;Alabama;2.4;http://wesleyplacedothan.org/;N/A;(334) 792-0921
