Facility ID;Facility Name;Location (lat/lon);Address;city;county;Zip;state;rating(google);Website;Contact email;Contact Phone
ChIJozcf5aee7ocRoueYGYOd8X4;Beaver & Adams Senior Apartments;41.62176399999999/-93.67295799999999;2929 Beaver Ave, Des Moines, IA 50310, USA;city;Des Moines;50310;Des Moines;2;N/A;N/A;(515) 221-1200
ChIJTzcDKkmw7ocRsnq7oywsWIg;Good Samaritan Society - Indianola;41.3539121/-93.5572536;708 S Jefferson Way, Indianola, IA 50125, USA;city;Warren County;50125;Iowa;4.8;https://www.good-sam.com/locations/indianola;N/A;(515) 961-2596
ChIJq6qqqpqi7ocRJYEJQ7E_pW0;Fort Des Moines Senior Housing;41.526931/-93.6207938;505 Army Post Rd, Des Moines, IA 50315, USA;city;Bloomfield;50315;Polk County;5;http://www.seniorhousingdm.com/;N/A;(515) 285-8505
ChIJq5PcPMdK7IcRsoAnJ4eVT54;Spring Valley Retirement Community;41.832898/-94.09245199999999;501 12th St, Perry, IA 50220, USA;city;Spring Valley;50220;Dallas County;5;N/A;N/A;(515) 465-7500
ChIJ2R1piuo674cRGp3oj91PW0k;The Cottages;41.4279587/-92.91449900000001;1742 Main St, Pella, IA 50219, USA;city;Lake Prairie;50219;Marion County;5;https://www.wesleylife.org/living-options/hearthstone-pella/;N/A;(641) 628-1244
ChIJrZwlC0CZ7ocRqAx9_uCX3SU;Rose of Des Moines;41.60372399999999/-93.64329900000001;1330 19th St, Des Moines, IA 50314, USA;city;Des Moines;50314;Des Moines;5;http://evergreenredc.com/roseofdesmoines.php;N/A;(515) 244-3300
ChIJTxpmAzie7ocRdrCiDKeXsK4;Heritage Court Assisted Living;41.5912136/-93.7237392;1499 Office Park Rd, West Des Moines, IA 50265, USA;city;Walnut;50265;Polk County;;https://fountainwest.com/heritage-court/;N/A;(515) 223-1224
ChIJA4NaJRpy74cRWomT9xnKN_0;St Francis Manor & Seeland Park;41.7440819/-92.7056032;2021 4th Ave, Grinnell, IA 50112, USA;city;Poweshiek County;50112;Iowa;5;http://www.stfrancismanor.com/;N/A;(641) 236-7592
ChIJv3VBaWOi7ocR202aLIPQYW8;Genesis Senior Living Center;41.5330861/-93.62641459999999;5608 SW 9th St, Des Moines, IA 50315, USA;city;Des Moines;50315;Bloomfield;3.5;http://www.mgmhealthcare.com/genesis-care-center;N/A;(515) 285-3070
ChIJ9x-Wl5nx6IcRoPFnQwo8c8Q;Continental At St Joseph's Inc;40.7540395/-92.85887;19999 Old Hwy 5, Centerville, IA 52544, USA;city;Vermillion;52544;Appanoose County;5;N/A;N/A;(641) 437-1999
ChIJFZevzLMN7IcRw59MdkIXOlA;Madison Square Assisted Living;41.335511/-94.01587699999999;209 W Jefferson St, Winterset, IA 50273, USA;city;Madison County;50273;Iowa;2;http://qhcmcares.com/our-communities/winterset-madison-square/;N/A;(515) 462-5087
ChIJAX9xKXpy74cRFZyuS6XxDLU;Windsor Manor;41.7343532/-92.7304355;229 Pearl St, Grinnell, IA 50112, USA;city;Poweshiek County;50112;Iowa;;http://windsor-manor.com/;N/A;(641) 236-8700
ChIJfzMTn3Dx6IcRse3sTjr7JZQ;Maple Grove Senior Living;40.7144789/-92.867994;1917 S 18th St, Centerville, IA 52544, USA;city;Appanoose County;52544;Iowa;;http://www.goldenagecarecenter.com/;N/A;(641) 856-6601
ChIJmaI8X_2d7ocR73sGi4OlI_w;Glen Oaks Alzheimer's Special Care Center;41.6207405/-93.733524;8525 Urbandale Ave, Urbandale, IA 50322, USA;city;Walnut;50322;Polk County;4.1;https://www.jeaseniorliving.com/senior-living/ia/urbandale/glen-oaks-alzheimers-special-care-center/;N/A;(515) 612-7536
ChIJbemUD2qh7ocRL9eLIunrJU0;Regency Assisted Living;41.483166/-93.678236;815 High Rd, Norwalk, IA 50211, USA;city;Linn;50211;Warren County;5;N/A;N/A;(515) 981-4576
ChIJX_3mDr6i7ocRNqjGz16H660;Southridge Senior Residences;41.5297537/-93.6008708;1120 Cummins Rd, Des Moines, IA 50315, USA;city;Des Moines;50315;Bloomfield;4;http://www.nfcompanies.com/pacificmgt/residential_ia_southridge.html;N/A;(515) 287-4422
ChIJhWhgmhic7ocRhMhuVCuXZ98;Beaverdale Estates;41.6289021/-93.6819065;4610 Douglas Ave, Des Moines, IA 50310, USA;city;Des Moines;50310;Des Moines;4;http://www.holidaytouch.com/our-communities/beaverdale-estates;N/A;(515) 393-6955
ChIJpUKC7EWX7ocRyE3b2tjWB6Y;Valley View Village;41.61345549999999/-93.5685684;2555 Guthrie Ave, Des Moines, IA 50317, USA;city;Des Moines;50317;Lee;5;http://www.valleyviewvillage.org/;N/A;(515) 265-2571
ChIJ5flO4JSi7ocRLCWAzlZLTSc;Southridge Senior Lofts;41.5251819/-93.6041487;695 E Army Post Rd, Des Moines, IA 50315, USA;city;Bloomfield;50315;Polk County;5;https://www.yournextplacetolive.com/senior-living/southridge-senior-lofts/;N/A;(515) 200-5061
ChIJ4XaFDtWe7ocR-pfnod15SEg;Wesley Acres;41.583555/-93.66493819999999;3520 Grand Ave, Des Moines, IA 50312, USA;city;Des Moines;50312;Des Moines;3.6;http://www.wesleylife.org/wesley-acres-des-moines.aspx;N/A;(515) 271-6500
ChIJjW54uC6Z7ocR79TSHlmLk8o;Scottish Rite Park;41.5880574/-93.65650269999999;2909 Woodland Ave, Des Moines, IA 50312, USA;city;Des Moines;50312;Des Moines;4.4;http://scottishritepark.com/;N/A;(515) 274-4614
ChIJkUnibOOT7ocRKhyq5m7u5SE;Meadow Vista Senior Villas;41.6384414/-93.4958989;1806 28th Ave SW, Altoona, IA 50009, USA;city;Clay;50009;Polk County;;https://yournextplacetolive.com/senior-living/meadow-vista-senior-villas/;N/A;(515) 967-6878
ChIJE3b9q66Z7ocRf4JJoxNVdjE;Lifespace Communities;41.5987386/-93.7624258;4201 Corporate Dr, West Des Moines, IA 50266, USA;city;Walnut;50266;Polk County;5;http://www.lifespacecommunities.com/;N/A;(515) 288-5805
ChIJeTgdIuie7ocR-RAG_kAUFxA;Iowa Jewish Senior Life Center;41.593539/-93.68293;900 Polk Blvd, Des Moines, IA 50312, USA;city;Des Moines;50312;Des Moines;5;http://www.seniorlifecenter.org/;N/A;(515) 255-5433
ChIJTa6TZeOd7ocRQxuCzMcHdBM;Illahee Hills;41.6249754/-93.73183829999999;8308 Colby Pkwy, Urbandale, IA 50322, USA;city;Webster;50322;Polk County;2.9;http://www.holidaytouch.com/our-communities/illahee-hills;N/A;(515) 619-5915
ChIJTf8RrE2e7ocRbhZF3CGUjbc;Crestview Terrace Apartments;41.584129/-93.71515599999999;916 Ashworth Rd, West Des Moines, IA 50265, USA;city;Walnut;50265;Polk County;;http://www.chihousing.com/;N/A;(515) 223-0029
ChIJt4jUxq2Z7ocRY0_q7vNvGN0;Iowa Assisted Living Association;41.58814590000001/-93.6124408;321 E Walnut St, Des Moines, IA 50309, USA;city;Des Moines;50309;Lee;;N/A;N/A;N/A
ChIJ5UOpahyc7ocRyaP_jqP0IOY;Edencrest at Beaverdale;41.62611729999999/-93.6762449;3410 Beaver Ave, Des Moines, IA 50310, USA;city;Des Moines;50310;Des Moines;;http://www.edencrestliving.com/;N/A;(515) 777-5105
ChIJz4wwS8CZ7ocR2zyf-Xz7X-w;Rose of East Des Moines;41.60328800000001/-93.598596;1331 Idaho St, Des Moines, IA 50316, USA;city;Des Moines;50316;Lee;5;http://www.evergreenredc.com/roseofeastdesmoines.php;N/A;(515) 883-1000
ChIJJxRbC9Of7ocR_l4IDqf3NOE;Fairmeadows Village;41.5783218/-93.7371084;2625 Vine St, West Des Moines, IA 50265, USA;city;Walnut;50265;Polk County;;http://fairmeadowsvillage.net/;N/A;(515) 222-4469
ChIJYe9Yx0aY7ocRKLTGlzDeQR8;Southview Senior Housing;41.5713915/-93.60566829999999;1900 SE 6th St, Des Moines, IA 50315, USA;city;Des Moines;50315;Lee;;N/A;N/A;(515) 528-2422
ChIJn83E3ReZ7ocRfHDM05uFW-I;Wesleylife Community Services;41.59486760000001/-93.64166419999999;944 18th St, Des Moines, IA 50314, USA;city;Des Moines;50314;Des Moines;;https://www.wesleylife.org/;N/A;(515) 288-3334
ChIJdw1r5vaZ7ocRW8-CFhupZHM;Gardens;41.62145879999999/-93.5944755;2910 E 16th St, Des Moines, IA 50316, USA;city;Des Moines;50316;Lee;;N/A;N/A;(515) 265-1887
ChIJN-KHRjie7ocRoevkx40DrwY;Fountain West Health Care Center;41.59242/-93.724942;1501 Office Park Rd, West Des Moines, IA 50265, USA;city;Walnut;50265;Polk County;5;http://fountainwest.com/;N/A;(515) 223-1223
ChIJ6x_eLUye7ocRcc4r7DRu3Kk;Lodge of Ashworth;41.585623/-93.71588799999999;909 Ashworth Rd, West Des Moines, IA 50265, USA;city;Walnut;50265;Polk County;5;http://lodgeofashworth.com/;N/A;(515) 224-4824
ChIJCSJPe0CZ7ocRDB6B2ta_n64;Anawim Housing;41.5997467/-93.62628319999999;1171 7th St #1, Des Moines, IA 50314, USA;city;New Visions;50314;Des Moines;5;https://www.anawimhousing.org/;N/A;(515) 244-8308
ChIJrSKG7dme7ocRpws3KuQ1glM;Plymouth Place;41.586928/-93.67353700000001;4111 Ingersoll Ave, Des Moines, IA 50312, USA;city;Des Moines;50312;Des Moines;;http://www.newburyliving.com/properties/plymouth-place-2/;N/A;(515) 274-0438
ChIJHUY3igCZ7ocRRdnUVbqo6qQ;LCS;41.5867092/-93.62234029999999;400 Locust St #820, Des Moines, IA 50309, USA;city;Downtown Des Moines;50309;Des Moines;2.6;http://www.lcsnet.com/;N/A;(515) 875-4500
ChIJIevCoPaZ7ocRRRLoLvWYyuM;Luther Park Apartments;41.62137659999999/-93.5955975;2824 E 16th St # Office, Des Moines, IA 50316, USA;city;Des Moines;50316;Lee;3.3;https://www.lutherparkcommunity.org/;N/A;(515) 262-1153
ChIJT91vIMkt44cR0NSXSfuw-Tw;The Woodlands Senior Apartments;42.48607719999999/-90.72237980000001;3460 Starlite Dr, Dubuque, IA 52003, USA;city;Dubuque County;52003;Iowa;;http://www.horizonseniorhousing.com/senior-living-communities-wi-ia-il/senior-living-options-dubuque-ia/woodlands-senior-apartments-dubuque-ia;N/A;(563) 582-9818
ChIJYUq_sKIt44cRUmd0y-vp6Kg;Sunset Park Place Retirement Community;42.50011/-90.73343799999999;3730 Pennsylvania Ave, Dubuque, IA 52002, USA;city;Dubuque County;52002;Iowa;5;http://www.sunsetparkplace.net/;N/A;(563) 583-7939
ChIJMaKkVRIt44cRJTHe0B8HVzo;Eagle Pointe Place;42.5214809/-90.7316323;2700 Matthew John Dr, Dubuque, IA 52002, USA;city;Dubuque County;52002;Iowa;5;http://www.enlivant.com/communities/iowa/eagle-pointe-place-dubuque;N/A;(563) 362-3444
ChIJT-c8e70t44cRzjjDN2WdQRo;Oak Park Place Dubuque;42.4968432/-90.734459;1381 Oak Park Pl, Dubuque, IA 52002, USA;city;Dubuque County;52002;Iowa;;http://www.oakparkplace.com/;N/A;(563) 585-4900
ChIJYbO5U1wr44cRSNpa5zKFPPo;Stonehill Care Center;42.5321502/-90.6704857;3485 Windsor Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;4.9;http://www.stonehilldbq.com/;N/A;(563) 557-7180
ChIJ36yuOK0t44cR8hGDF3Y48eA;Applewood I & II Senior Apartments;42.5009458/-90.7160229;3125 Pennsylvania Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.horizonseniorhousing.com/senior-living-communities-wi-ia-il/senior-living-options-dubuque-ia/applewood-senior-apartments-i-ii-dubuque-ia;N/A;(563) 588-3693
ChIJ70D7v7Qr44cRZ2oETdSxTXY;Bell Tower Retirement;42.494027/-90.64053229999999;430 Sidney St, East Dubuque, IL 61025, USA;city;Dunleith Township;61025;Jo Daviess County;4.7;http://www.belltowerseniorliving.com/;N/A;(815) 747-6701
ChIJN1ZpDHIr44cRXbnnrjQuoZU;Bethany Home Retirement Center;42.519357/-90.662319;1005 Lincoln Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;5;http://bethanyhomedubuque.org/;N/A;(563) 556-5233
ChIJ_8l5S3ss44cRh2PB3jV2H94;Mt. Pleasant Home;42.5035651/-90.686965;1695 Mt Pleasant St, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.mtpleasanthome.org/;N/A;(563) 582-4144
ChIJebZ7kMst44cR1Z8AbIXiFuI;The Rose of Dubuque;42.485291/-90.71963799999999;3390 Lake Ridge Dr, Dubuque, IA 52003, USA;city;Dubuque County;52003;Iowa;5;http://www.evergreenredc.com/;N/A;(563) 556-1977
ChIJR4UU-lwr44cRtfm1BP3sXfs;Assisi Village At Stonehill;42.53342600000001/-90.6707009;1001 Assisi Dr, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;https://www.stonehilldbq.com/en/assisi_village/;N/A;(563) 583-8234
ChIJP3Ky3Ysr44cR_fNYpYB-cPw;ManorCare Health Services-Dubuque;42.4944922/-90.6738209;901 W 3rd St, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;4;http://www.manorcare.com/Dubuque;N/A;(563) 556-1161
ChIJP2qrwKQt44cRlWb8l5BMm0w;Dubuque Senior Apartments LP;42.5004978/-90.72833369999999;1401 Wingate Dr, Dubuque, IA 52002, USA;city;Dubuque County;52002;Iowa;;N/A;N/A;(563) 552-2271
ChIJjXpSIPwr44cRgVZE7kKTVn0;Seventh Heaven;42.4742348/-90.67278669999999;1321 Tomahawk Dr, Dubuque, IA 52003, USA;city;Dubuque County;52003;Iowa;;N/A;N/A;(563) 557-9110
ChIJpUH1dZos44cRWas52O6gUEY;Maplewood Community Living Home;42.52292999999999/-90.68679;400 Maplewood Ct, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;N/A;N/A;(563) 582-0214
ChIJnSEOWast44cRe_uaQpRh014;Luther Manor Communities;42.50475619999999/-90.7162543;3131 Hillcrest Rd, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;3.2;http://luthermanor.com/;N/A;(563) 588-1413
ChIJ-yAJHvQr44cRAnYvHd0ymhs;Villa Raphael;42.4852533/-90.6734132;1155 Mt Loretta Ave, Dubuque, IA 52003, USA;city;Dubuque County;52003;Iowa;;https://www.dbqarch.org/about/priests/retired-priests/;N/A;(563) 588-2049
ChIJ_Wmazl4s44cR6fV9wpTZ1yY;Area Residential Care Inc;42.50592200000001/-90.701025;2085 Bunker Hill Rd, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.arearesidentialcare.org/;N/A;(563) 582-4515
ChIJ35ftFFIs44cRcNDDio8JyAY;Area Residential Care Inc;42.50071800000001/-90.71160599999999;2951 Pennsylvania Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.arearesidentialcare.org/;N/A;(563) 582-2513
ChIJeYjt1oYy44cRZYEw_8w7M-g;Village Cooperative of Asbury;42.5135867/-90.75449159999999;5297 Grand Meadow Dr, Asbury, IA 52002, USA;city;Dubuque;52002;Dubuque County;;http://www.villagecooperative.com/asbury-ia;N/A;(563) 582-2544
ChIJtxdTZ49D44cRHG8-ldASRMM;River Bend Retirement Community;42.307734/-91.014793;813 Tyler St NE, Cascade, IA 52033, USA;city;Cascade;52033;Dubuque County;5;http://www.riverbendal.com/;N/A;(563) 852-5001
ChIJB3CEJfos44cRbObsNNJgFec;Care Initiatives;42.5148923/-90.70753379999999;2935 Kaufmann Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.careinitiatives.org/dubuque-specialty-care;N/A;(563) 556-0673
ChIJw7K-Ovos44cRW_EAxiCReV4;Dubuque Specialty Care;42.5149487/-90.70750749999999;2935 Kaufmann Ave, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;;http://www.careinitiatives.org/dubuque-specialty-care/;N/A;(563) 556-0673
ChIJ_dVVbEIr44cR6Q2ldTPkT7U;Hills & Dales;42.5302975/-90.6643634;1011 Davis St, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;5;http://www.hillsdales.org/;N/A;(563) 556-7878
ChIJ_WqPdF0r44cRFdxCZSsY0Ko;Windsor Park Retirement Apartments;42.530492/-90.669934;801 Davis St, Dubuque, IA 52001, USA;city;Dubuque County;52001;Iowa;4.3;http://www.windsorparkdbq.com/;N/A;(563) 582-0646
ChIJM8H79wYt44cR3XKN1QgxJlw;Tri-State Independent Blind;42.51254499999999/-90.722374;3333 Asbury Rd, Dubuque, IA 52002, USA;city;Dubuque County;52002;Iowa;4.1;http://www.tristateblind.org/;N/A;(563) 556-8746
ChIJ7zVqn-cr44cRkjz96Hx2c4c;Sisters of Charity-BVM-MT;42.4780939/-90.6593836;1100 Carmel Dr, Dubuque, IA 52003, USA;city;Dubuque County;52003;Iowa;4.8;http://bvmcong.org/;N/A;(563) 588-2351
ChIJ53C5rN8c74cRppgKP3C3GHc;Newton Place Apartments;41.7023805/-93.0551646;222 N 4th Ave W, Newton, IA 50208, USA;city;Newton;50208;Jasper County;5;https://yournextplacetolive.com/senior-living/newton-place-apartments/;N/A;(641) 792-0102
ChIJ0wNx-W2l74cRnxVyMFz35hw;Glenwood Place Assisted Living & Memory Care;42.0110712/-92.9233783;2907 S 6th St, Marshalltown, IA 50158, USA;city;Timber Creek;50158;Marshall County;5;http://www.glenwood-place.com/;N/A;(641) 752-8410
ChIJaxfn__yc7ocRH_iUOVoOd3E;McAuley Terrace Independent Living;41.6689739/-93.70033790000001;5921 S Winwood Dr # 1, Johnston, IA 50131, USA;city;Johnston;50131;Webster;;http://www.bishopdrumm.org/;N/A;(515) 270-6640
ChIJPaBthVWc7ocR_z7pRqQjsW0;Child Serve Center;41.660943/-93.699798;5900 Pioneer Pkwy, Johnston, IA 50131, USA;city;Webster;50131;Polk County;5;https://www.childserve.org/;N/A;(515) 270-2205
ChIJlfuHmqqd7ocRtBvYWlRBmD8;Johnston Dining Center;41.66070089999999/-93.7047676;6300 Pioneer Pkwy, Johnston, IA 50131, USA;city;Webster;50131;Polk County;;N/A;N/A;(515) 251-3707
ChIJT4mgzDac7ocRf7wFBsOOZkk;Ahepa 192 Apartments;41.6725915/-93.69974289999999;6190 NW 59th Ct, Johnston, IA 50131, USA;city;Webster;50131;Polk County;3;http://www.ahepamgmt.com/tag/ahepa-192-apartments/;N/A;(515) 276-6766
ChIJxy7Jqsua7ocRDaf0RtdIs2c;Edencrest at Siena Hills;41.701656/-93.604168;455 SW Ankeny Rd, Ankeny, IA 50023, USA;city;Crocker;50023;Polk County;;http://www.edencrestliving.com/;N/A;(515) 776-6325
ChIJeWOJY_2c7ocRfkzDoAjtBNw;Winwood Apartments;41.67028139999999/-93.703048;6031 Meadow Crest Dr, Johnston, IA 50131, USA;city;Webster;50131;Polk County;3.5;http://www.winwoodapartments.com/;N/A;(515) 270-0940
ChIJ5z8QukCE7ocRNSo7JJpqZbc;The Bridges at Ankeny;41.7597669/-93.630315;3510 NW Abilene Rd, Ankeny, IA 50023, USA;city;Crocker;50023;Polk County;5;http://www.thebridgesankeny.com/;N/A;(515) 963-9815
