Facility ID;Facility Name;Location (lat/lon);Address;city;county;Zip;state;rating(google);Website;Contact email;Contact Phone
ChIJp76FxaRQZlMR8E0Qb5EXmlg;Prestige Assisted Living at Kalispell;48.205183/-114.331615;125 Glenwood Dr, Kalispell, MT 59901, USA;city;Flathead County;59901;Montana;4.7;https://www.prestigecare.com/location/prestige-assisted-living-at-kalispell;N/A;(406) 756-1818
ChIJE9ax13ZaZlMRfiKIGyKTKQo;Van Ee Apartments - Affordable Senior Apartments;48.22168539999999/-114.3232587;420 Grandview Dr, Kalispell, MT 59901, USA;city;Flathead County;59901;Montana;;http://www.accessiblespace.org/van-ee-apartments;N/A;(800) 466-7722
ChIJzxK0-Z5BZlMRV07WtHgGewA;Timber Creek Village Assisted Living;48.3717952/-114.2107599;375 Meadow Lake Blvd, Columbia Falls, MT 59912, USA;city;Flathead County;59912;Montana;5;http://timbercreekvillagecommunity.com/;N/A;(406) 892-3400
ChIJC_4MbQKcXlMRXPzTRoy0htM;Kootenai Creek Village;46.5197419/-114.1184994;1112 Heritage Dr, Stevensville, MT 59870, USA;city;Ravalli County;59870;Montana;;http://www.kootenaicreekvillage.com/;N/A;(406) 777-5387
ChIJpecpfnNQZlMR9VJJnsnbgvo;Edgewood Vista;48.2227249/-114.273886;141 Interstate Ln, Kalispell, MT 59901, USA;city;Flathead County;59901;Montana;5;https://edgewoodseniorliving.com/community/edgewood-vista-in-kalispell-mt;N/A;(406) 755-3240
ChIJzQZFSQtBZlMR67iHkuGh2Q0;BeeHive Homes of Columbia Falls;48.366604/-114.204834;1660 13th St W, Columbia Falls, MT 59912, USA;city;Flathead County;59912;Montana;3;http://beehivehomes.com/location/columbia-falls/;N/A;(406) 270-0513
ChIJKSftZwVaZlMRRVUoCtAcY5o;BeeHive Homes of Kalispell;48.2198058/-114.3513511;242 Stillwater Rd, Kalispell, MT 59903, USA;city;Flathead County;59903;Montana;5;http://beehivehomes.com/location/kalispell;N/A;(406) 426-2166
ChIJU5s6R6ZQZlMRkMTL9gT6_lY;Wel-Life At Kalispell;48.20979399999999/-114.339059;156 Three Mile Dr, Kalispell, MT 59901, USA;city;Flathead County;59901;Montana;;N/A;N/A;(406) 756-8688
ChIJ1fRwGKZQZlMRYXNr9gq0e3g;Renaissance Senior Care;48.209197/-114.339923;645 Liberty St, Kalispell, MT 59901, USA;city;Flathead County;59901;Montana;4;http://www.renaissanceseniorcare.com/;N/A;(406) 755-4483
ChIJvdJEYsxFRVMRt9NwFPxmalY;Highgate Senior Living;45.6933176/-111.066084;2219 W Oak St, Bozeman, MT 59718, USA;city;Gallatin County;59718;Montana;4.7;http://www.highgateseniorliving.com/;N/A;(406) 587-5100
ChIJE4i6T0xERVMRDsAfaTlypYs;Bozeman Health Hillcrest Senior Living, Aspen Pointe;45.66669890000001/-111.0254582;1201 Highland Blvd, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;5;http://www.hillcrestlivingbozeman.com/;N/A;(406) 414-2008
ChIJ6QqGDjm3XlMRvtYtrwlht1g;Parkhaven Retirement & Assisted Living Community;45.85215909999999/-111.3348499;100 Hamilton Ct, Manhattan, MT 59741, USA;city;Gallatin County;59741;Montana;;http://parkhavenretirement.com/;N/A;(406) 282-7488
ChIJIy1MWcVFRVMR1U2cV7-wtGs;Bozeman Lodge;45.693976/-111.078395;1547 Hunters Way, Bozeman, MT 59718, USA;city;Gallatin County;59718;Montana;3.4;http://www.bozeman-lodge.com/;N/A;(406) 219-4257
ChIJewSk6zJFRVMRQ0eHriz1B_g;Brookdale Springmeadows;45.648977/-111.0366675;3175 Graf St, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;https://www.brookdale.com/en/communities/brookdale-springmeadows.html;N/A;(406) 586-2423
ChIJ60n4fcVFRVMR4bIyUnmfZyg;Spring Creek Inn;45.69305339999999/-111.0772402;1641 Hunters Way, Bozeman, MT 59718, USA;city;Gallatin County;59718;Montana;5;https://www.koelschseniorcommunities.com/senior-living/mt/bozeman/spring-creek-inn/;N/A;(406) 272-7509
ChIJEYYstS84RVMRD2NgdiSanqQ;Elsie's Assisted Living;45.79766499999999/-111.18812;1107 Happy Ln, Belgrade, MT 59714, USA;city;Gallatin County;59714;Montana;3.6;http://www.elsiesassistedliving.com/;N/A;(406) 388-9473
ChIJw7JL9jNERVMROvANWAYf5DY;Summer Wood Apartments -- Affordable Senior Housing;45.6940979/-111.057264;1441 N 15th Ave, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.accessiblespace.org/summer-wood-apartments;N/A;(800) 466-7722
ChIJC-I3_ZtERVMRtLSdcwybPEs;Hamilton House;45.6670503/-110.9919574;9430 Haggerty Ln, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.hamiltonhouseassistedliving.com/;N/A;(406) 586-9459
ChIJu5InYudERVMRURlmgtZAbiQ;Bearcreek Respite Care Center;45.65596/-111.024457;1002 E Kagy Blvd, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;5;http://www.montanacare.net/;N/A;(406) 587-7002
ChIJwTiYSY5ERVMRMaQHeBH4w8U;High Country Care;45.67068800000001/-111.0056841;8659 Haggerty Ln, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;N/A;N/A;(406) 582-9068
ChIJDS3SidHPWlMRUngIptNa9vM;Pathways Assisted Living Inc;45.8883257/-111.5527598;622 S Main St, Three Forks, MT 59752, USA;city;Gallatin County;59752;Montana;5;http://www.pathwaysmt.com/;N/A;(406) 285-5227
ChIJhTprXp5aRVMR35_JiQgXT9M;Hyalite Country Care;45.607442/-111.051985;6040 S 3rd Rd, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.hcountrycare.com/;N/A;(406) 219-3241
ChIJ-V2kte9ERVMRNIRARRLQnh4;Knolls At Hillcrest;45.664593/-111.02224;1412 Post Dr, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.theknollsathillcrest.com/;N/A;(406) 522-7084
ChIJyTLYGzA4RVMR2P_SFqXVAo8;Edgewood Vista;45.7940496/-111.1842827;1011 Cardinal Dr, Belgrade, MT 59714, USA;city;Gallatin County;59714;Montana;;https://edgewoodseniorliving.com/community/edgewood-vista-in-belgrade-mt;N/A;(406) 388-9439
ChIJUQ8aoAM4RVMR0o5JmO4LruA;Open Arms Elder Care;45.772259/-111.177171;505 Minnesota St, Belgrade, MT 59714, USA;city;Gallatin County;59714;Montana;5;http://www.openarmseldercare.com/;N/A;(406) 388-9814
ChIJ-WZ4Nk5ERVMRfl4NpvsakgQ;Bridger Healthcare Community;45.6828069/-111.044205;321 N 5th Ave, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.welcov.com/find-a-location/bridger-healthcare-community/;N/A;(406) 587-4404
ChIJDYi6T0xERVMRdy39nr1p5d0;Hamilton House;45.6833724/-111.0504489;Bozeman, MT 59715, USA;city;US;59715;59715;;N/A;N/A;(406) 586-9459
ChIJDyZz4pt7RVMR4oT3TWMaGwc;Frontier Assisted Living and Memory Care Community;45.659413/-110.5614651;121 S 3rd St, Livingston, MT 59047, USA;city;Park County;59047;Montana;;http://frontierassistedliving.com/;N/A;(406) 222-6102
ChIJw4J1Gq5FRVMR3fJ3gFqGEJs;Highgate Senior Living;45.67804049999999/-111.0599053;1704 W Babcock St, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.highgateseniorliving.com/community/montana/bozeman/;N/A;(406) 586-5096
ChIJp_lmb9xGRVMRWiAVwX8pYQI;Mercy Manor;45.7403646/-111.0629816;5830 Sypes Canyon Rd, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;N/A;N/A;(406) 556-1868
ChIJEWYAr6RFRVMRAJyLUDbTKh8;Area IV Agency On Aging;45.6767435/-111.0713788;251 Edelweiss Dr # 1B, Bozeman, MT 59718, USA;city;Bozeman;59718;Gallatin County;;N/A;N/A;(406) 522-8976
ChIJXf2olFpERVMRoFW7LKtaEB8;Mountain View Care Center;45.6815814/-111.0375495;205 N Tracy Ave, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;2.7;N/A;N/A;(406) 587-2218
ChIJdWZoA0RERVMRXYcv5doGVG8;Bozeman Senior Social Center;45.687864/-111.037594;807 N Tracy Ave, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;4.4;http://www.bozemanseniorcenter.org/;N/A;(406) 586-2421
ChIJKXLrhnN7RVMRVEd-oSp7Z6s;Diamond K Lodge Assisted Living;45.65895099999999/-110.577265;1200 W Montana St, Livingston, MT 59047, USA;city;Park County;59047;Montana;3.7;http://www.dklodge.com/;N/A;(406) 222-0605
ChIJ1Rp7J6FFRVMR0e7glwfngBI;Greater Gallatin United Way;45.66972200000001/-111.067737;945 Technology Blvd Suite 101F, Bozeman, MT 59718, USA;city;Bozeman;59718;Gallatin County;;https://www.greatergallatinunitedway.org/;N/A;(406) 587-2194
ChIJj7NIzhRERVMRH-zN-oLeU4A;Gallatin Valley Food Bank;45.69468829999999/-111.0283013;602 Bond St, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;4.6;http://www.gallatinvalleyfoodbank.org/;N/A;(406) 586-7600
ChIJh9Myxcd7RVMRxc15_alosYk;Caslen Living Centers;45.674904/-110.551611;1301 Wineglass Ln, Livingston, MT 59047, USA;city;Park County;59047;Montana;3;http://www.caslenlc.com/facility/livingston;N/A;(406) 222-0797
ChIJ1dLBo5pFRVMR0vM0VMI9nFs;Montana Independent Living Project;45.67262/-111.089382;3825 Valley Commons Dr #2, Bozeman, MT 59718, USA;city;Bozeman;59718;Gallatin County;5;http://www.milp.us/;N/A;(406) 522-7300
ChIJd8kAp1BERVMRAzhxZcfgMj8;HRDC;45.6785045/-111.0369027;32 S Tracy Ave, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;4.3;https://www.thehrdc.org/;N/A;(406) 585-4840
ChIJ0xk4dktERVMRFuldpyDbFbk;Gallatin County Rest Home;45.68604029999999/-111.0541329;1221 Durston Rd, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;4.6;http://gallatincomt.virtualtownhall.net/Public_Documents/gallatincomt_resthome/resthome;N/A;(406) 582-3300
ChIJ9VqCFvMIW1MR85QAUPNOp_M;BeeHive Homes of Butte House 1,2,3;46.0009567/-112.4924036;2930 Elm St, Butte, MT 59701, USA;city;Silver Bow County;59701;Montana;5;http://beehivehomes.com/location/butte/;N/A;(406) 565-5565
ChIJBfD2s8QHW1MR5D-ONejwuQM;The Springs at Butte;45.9683376/-112.496732;300 Mt Highland Dr, Butte, MT 59701, USA;city;Silver Bow County;59701;Montana;5;http://www.thespringsliving.com/senior-living/mt/butte/the-springs-at-butte/;N/A;(406) 494-0083
ChIJpRKqjs0HW1MRP1oFIZgihG8;Big Sky;45.97190909999999/-112.4812373;3701 Elizabeth Warren Ave, Butte, MT 59701, USA;city;Silver Bow County;59701;Montana;;http://bigskyseniorliving.com/;N/A;(406) 494-4900
ChIJIy1MWcVFRVMR9bj-fRax9pU;First Choice Home Health;45.6761506/-111.0172137;205 Haggerty Ln, Bozeman, MT 59715, USA;city;Gallatin County;59715;Montana;;http://www.firstchoicemontana.com/;N/A;(406) 551-2273
ChIJZRDsAKExRVMRwPWhJpNjfKM;Manhattan Senior Center;45.85618099999999/-111.332979;102 E Main St, Manhattan, MT 59741, USA;city;Gallatin County;59741;Montana;;https://www.bozemanseniorcenter.org/nutrition-;N/A;(406) 284-6501
ChIJ-YULSexzZ1MR_ffm_09XXGw;Providence St. Joseph Assisted Living Center;47.6818842/-114.1643142;11 17th Ave E, Polson, MT 59860, USA;city;Lake County;59860;Montana;3.5;http://montana.providence.org/senior-care/st-joseph-assisted-living/#llaid=6551;N/A;(406) 883-8970
ChIJLUwVZEd9SFMRO-Xz-nAigME;MorningStar Senior Living of Billings;45.76777329999999/-108.6193652;4001 Bell Ave, Billings, MT 59106, USA;city;Yellowstone County;59106;Montana;4.6;http://www.morningstarseniorliving.com/communities/morningstar-of-billings/;N/A;(406) 652-9303
ChIJERRATpN8SFMR4wzFc5ncxas;Westpark Village Senior Living Community;45.7875883/-108.5753421;2351 Solomon Ave, Billings, MT 59102, USA;city;Yellowstone County;59102;Montana;3.5;http://www.westparksenior.com/;N/A;(406) 652-4886
ChIJgx8seAZ9SFMRzcqEIscnrX0;Highgate Senior Living;45.7895115/-108.6169661;3980 Parkhill Dr, Billings, MT 59102, USA;city;Yellowstone County;59102;Montana;4.8;http://www.highgateseniorliving.com/;N/A;(406) 651-4833
ChIJLX0E3Sh9SFMR6SyoDGIKuFE;Sweetwater Retirement Community;45.76655400000001/-108.59536;3140 Sweet Water Dr, Billings, MT 59102, USA;city;Billings;59102;Yellowstone County;1;http://www.sweetwaterretirement.com/;N/A;(406) 534-0355
ChIJGYXvlLBQZlMR9JtWeCHYN_U;Summit Independent Living;48.20086/-114.33409;1203 US-2 #35, Kalispell, MT 59901, USA;city;Kalispell;59901;Flathead County;5;http://www.summitilc.org/;N/A;(406) 257-0048
ChIJhXsaU0bOXVMRkJTK19-insI;Brookdale Missoula Valley;46.8919215/-114.0442762;3620 American Way, Missoula, MT 59808, USA;city;Missoula;59808;Missoula County;1;https://www.brookdale.com/en/communities/brookdale-missoula-valley.html;N/A;(406) 543-0156
ChIJt_dVc6t9SFMR28mly4ZvStY;Mission Ridge;45.797294/-108.6133493;3840 Rimrock Rd, Billings, MT 59102, USA;city;Yellowstone County;59102;Montana;5;http://www.missionridge.org/;N/A;(406) 655-5200
ChIJY-eIhwnSXVMRwXmF-w6XM88;The Village Senior Residence;46.8470039/-114.0443282;2815 Old Fort Rd, Missoula, MT 59804, USA;city;Missoula;59804;Missoula County;5;http://www.villagesenior.com/;N/A;(406) 549-1300
ChIJ54ohokfOXVMRws2gjZz2wAE;The Springs At Missoula;46.891277/-114.0455881;3710 American Way, Missoula, MT 59808, USA;city;Missoula County;59808;Montana;5;http://www.thespringsliving.com/senior-living/mt/missoula/the-springs-at-missoula/;N/A;(406) 273-0101
ChIJbYpRAxPOXVMR8TIX1yLCRQM;BeeHive Homes of Missoula;46.877422/-114.038355;2406 River Rd, Missoula, MT 59804, USA;city;Missoula;59804;Missoula County;5;http://beehivehomes.com/location/missoula;N/A;(406) 552-4879
ChIJxchsbIRwSFMRQgNzMdJONzQ;Edgewood Vista;45.827923/-108.454333;1225 Wicks Ln, Billings, MT 59105, USA;city;Billings;59105;Yellowstone County;;http://edgewoodseniorliving.com/;N/A;(406) 256-5398
ChIJm5lAfkLOXVMRWe4Ik2-5344;Edgewood Vista;46.886559/-114.031649;2815 Palmer St, Missoula, MT 59808, USA;city;Missoula;59808;Missoula County;5;https://edgewoodseniorliving.com/community/edgewood-vista-in-missolua-mt;N/A;(406) 549-9660
ChIJvRxQMb2eXlMRT1_wp_vwq3M;The Living Centre;46.51376500000001/-114.094094;63 Main St, Stevensville, MT 59870, USA;city;Ravalli County;59870;Montana;;http://www.livingcenter.com/;N/A;(406) 777-5411
ChIJD8cExZViSFMR7awNqTbMV8I;Canyon Creek;45.7364886/-108.6032603;1785 Majestic Ln, Billings, MT 59102, USA;city;Yellowstone County;59102;Montana;4.3;http://www.koelschseniorcommunities.com/memory_care/Billings_MT/zip_59102/koelsch_senior_communities/10010;N/A;(406) 235-1004
ChIJhTGFS5dVQ1MRCi9KYghm6KA;Hunters Pointe;46.5809764/-111.9869282;2801 Colonial Dr, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;;http://www.holidaytouch.com/our-communities/hunters-pointe?utm_source=Local&utm_medium=organic&utm_term=5151&utm_content=IL&utm_campaign=gmb;N/A;(406) 795-1066
ChIJp8b-0edVQ1MRkp3YIVa5WNs;Aspen Gardens Assisted Living;46.588534/-111.962631;9 Bumblebee Ct, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;5;http://aspengardensassistedliving.com/;N/A;(406) 457-0092
ChIJM57BV5lVQ1MRSRkkI5WHx2s;Rosetta Assisted Living - Helena;46.5785332/-111.9963165;2530 Wildwood Ln, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;5;http://rosettahomeshelena.com/;N/A;(406) 443-6339
ChIJm1Qx7edVQ1MRTf3SkSBbKS4;Aspen Village Senior Housing - Current Openings - Subsidized Housing;46.58996/-111.9628361;615 Janet St, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;;http://www.accessiblespace.org/aspen-village-apartments;N/A;(800) 466-7722
ChIJUcNisZ5VQ1MRww8OeuamLYk;Son Heaven Assisted Living;46.579936/-111.995256;2510 Ferndale Ln, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;5;http://www.caslenlc.com/facility/helena;N/A;(406) 449-0229
ChIJmbzdbYZUQ1MRY8Bpw3K-92A;Renaissance Senior Care;46.626031/-112.046471;3680 Travertine Way, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;5;http://www.renaissanceseniorcare.com/;N/A;(406) 449-5489
ChIJ-w6IMjSqRFMRfCJq1SA_sTQ;Country Life Assisted Living LLC;46.541395/-111.936771;12 Bessler Rd, Clancy, MT 59634, USA;city;Jefferson County;59634;Montana;3;https://www.countrylifealf.com/;N/A;(406) 443-1288
ChIJ8Ye6MhJVQ1MRkAd_PxFDy3M;You're Home Assisted Living;46.5827608/-112.0237892;200 Stabern St, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;4;http://yourehomeassistedliving.com/;N/A;(406) 457-0220
ChIJs8ePeHtUQ1MRerHCbYY44b4;Junes House Assisted Living;46.629122/-112.034139;675 Myles Rd, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;;N/A;N/A;(406) 442-4628
ChIJF3oHWWBUQ1MRXTgJEL7pI6E;The Legacy;46.61921700000001/-112.0306801;624 Ptarmigan Ln, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;4.8;http://www.thelegacymt.com/;N/A;(406) 442-2045
ChIJA86zPnJUQ1MRkLPGfAKB7x8;Care Advocates;46.631396/-112.0196419;1219 Beaverhead Rd, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;;http://seniorlivingcareadvocates.com/;N/A;(406) 204-2146
ChIJEdD3JJSnRFMRFLIRjaZ9ebE;Shelby House;46.589612/-111.78967;2320 Spokane Creek Rd, East Helena, MT 59635, USA;city;Lewis and Clark County;59635;Montana;;http://www.shelbyhouse.com/;N/A;(406) 475-3621
ChIJh_GQWNdPQ1MR18veJvBf9Ug;Wendy's Tender Care;46.731715/-111.987624;6285 Sleeping Giant View Dr, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;;N/A;N/A;(406) 458-6277
ChIJZ4bvcaZRQ1MRP_hp5Mqi8VA;Masonic Home of Montana;46.691336/-111.987986;2010 Masonic Home Rd, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;4;http://mhmt.org/;N/A;(406) 458-5431
ChIJkWIA_KVVQ1MRdE4erSgruiQ;Eagles Manor;46.59215930000001/-112.0044792;715 N Fee St, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;4.5;http://eaglesmanor.com/;N/A;(406) 442-0610
ChIJNX3GdB1VQ1MRQ5D7sL-c7y0;United Way of the Lewis & Clark Area;46.5980336/-112.029256;75 E Lyndale Ave, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;5;https://unitedwaylca.org/;N/A;(406) 442-4360
ChIJJRan5h1VQ1MRu_3WGZR2y7c;Frontier Home Health and Hospice;46.595118/-112.036928;800 Front St, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;;http://www.frontierhhh.com/helena;N/A;(406) 443-4140
ChIJL7jg4p5VQ1MRQguhBM8y-Cg;Big Sky Care Center;46.58086360000001/-111.9984234;2475 Winne Ave, Helena, MT 59601, USA;city;Lewis and Clark County;59601;Montana;2.6;N/A;N/A;(406) 442-1350
ChIJ3bAq7A-_QlMRIZEjxtI-sBI;Augusta Senior Dinner Club;47.493557/-112.391675;132 Main St, Augusta, MT 59410, USA;city;Lewis and Clark County;59410;Montana;;N/A;N/A;(406) 562-3623
ChIJfzWGBGBUQ1MRz-Hs04u2G8s;Rocky Mountain Development Council;46.617618/-112.032395;3108 McHugh Ln, Helena, MT 59602, USA;city;Lewis and Clark County;59602;Montana;;http://rmdc.net/;N/A;(406) 495-9901
ChIJibADX0bOXVMR8Zc3DS7W0pM;Grizzly Peak;46.89194730000001/-114.0427208;3600 American Way, Missoula, MT 59808, USA;city;Missoula;59808;Missoula County;5;http://www.holidaytouch.com/our-communities/grizzly-peak?utm_source=Local&utm_medium=organic&utm_term=5512&utm_content=IL&utm_campaign=gmb;N/A;(406) 578-0583
ChIJc2uMl2nOXVMRGLOfOLHABVY;Rosetta Assisting Living - Missoula;46.88420939999999/-114.0316944;2810 Great Northern Loop, Missoula, MT 59808, USA;city;Missoula;59808;Missoula County;4;http://rosettahomesmissoula.com/;N/A;(406) 728-5822
ChIJPdTIBfnLXVMRHrmKRcIRPxU;At Home Assisted Living;46.87976399999999/-113.9359511;1300 Speedway Ave, Missoula, MT 59802, USA;city;Missoula County;59802;Montana;2.5;N/A;N/A;(406) 549-8127
ChIJcRd6SI7NXVMRXE9Wev3C80w;Lighthouse Assisted Living;46.84062910000001/-114.0205111;3214 Washburn St, Missoula, MT 59801, USA;city;Missoula;59801;Missoula County;;http://lighthousemissoula.com/;N/A;(406) 926-1162
ChIJN_a4HvrNXVMR37SK7R1vNyM;Country Home Estate;46.8549697/-114.0390061;1704 S Reserve St, Missoula, MT 59801, USA;city;Missoula;59801;Missoula County;;N/A;N/A;(406) 542-1889
ChIJOxR6hyzMXVMRstUwLoFyOXg;Clark Fork Riverside;46.8715578/-113.9991378;301 W Front St, Missoula, MT 59802, USA;city;Missoula;59802;Missoula County;;N/A;N/A;(406) 721-2439
ChIJYeA6FzrMXVMRAgLkq1gHyS4;Riverside Health & Rehabilitation;46.863975/-113.973893;1301 E Broadway St, Missoula, MT 59802, USA;city;Missoula;59802;Missoula County;5;http://www.riversidesenior.com/;N/A;(406) 721-0680
