Facility ID;Facility Name;Location (lat/lon);Address;city;county;Zip;state;rating(google);Website;Contact email;Contact Phone
ChIJ1QdOGHSHbIcRZfwsVX7JqJ0;Brookdale Tamarac Square;39.6538632/-104.8969173;8030 E Girard Ave, Denver, CO 80231, USA;city;Denver;80231;Denver County;4.5;https://www.brookdale.com/en/communities/brookdale-tamarac-square.html;N/A;(720) 748-0692
ChIJaZlmJdUQcEAReLlLOSuWPDE;Balfour at Riverfront Park;39.75451379999999/-105.0055405;1500 Little Raven St, Denver, CO 80202, USA;city;Denver;80202;Denver County;4.5;http://www.balfouratriverfrontpark.com/;N/A;(720) 360-4500
ChIJ29JyYod9bIcRH70I7V-px8Y;Brookdale Denver;39.66899060000001/-104.9004128;2500 S Roslyn St, Denver, CO 80231, USA;city;Arapahoe County;80231;Colorado;3.1;https://www.brookdale.com/en/communities/brookdale-roslyn.html;N/A;(303) 552-5956
ChIJc2Kj0fl9bIcRaF-Dn-T92b8;Serenity House Assisted Living Inc.;39.668272/-104.92771;5290 E Yale Cir # 209, Denver, CO 80222, USA;city;University Hills;80222;Denver;3.6;http://www.serenityhouse.net/;N/A;(303) 584-8926
ChIJXwC3o-N_a4cReZCmGFdKVMc;Brookdale Pinehurst Park;39.63786239999999/-105.0365414;3790 W Quincy Ave, Denver, CO 80236, USA;city;Denver;80236;Denver County;3.5;https://www.brookdale.com/en/communities/brookdale-pinehurst-park.html;N/A;(303) 552-5957
ChIJIfuQN559bIcRviCVqqs71Yk;Brookdale Highline;39.6866273/-104.8933625;1640 S Quebec Way, Denver, CO 80231, USA;city;Arapahoe County;80231;Colorado;5;https://www.brookdale.com/en/communities/brookdale-highline.html;N/A;(303) 552-5955
ChIJ37kQ2F2HbIcRJhCcEeMbRXA;Serenity House Assisted Living - Kearney;39.661495/-104.917664;3068 S Kearney St, Denver, CO 80222, USA;city;Arapahoe County;80222;Colorado;;http://www.serenityhouse.net/;N/A;(303) 758-7403
ChIJq2p_QGeHbIcR1eV51N589Iw;Serenity House Assisted Living - Carter;39.6609379/-104.9140892;3075 Carter Cir, Denver, CO 80222, USA;city;Arapahoe County;80222;Colorado;;http://www.serenityhouse.net/;N/A;(720) 524-1467
ChIJW4TMivJ_a4cRY7ed_ilWzz4;Sunrise at Pinehurst;39.64033800000001/-105.052257;5195 W Quincy Ave, Denver, CO 80236, USA;city;Denver;80236;Denver County;4.1;https://www.sunriseseniorliving.com/communities/sunrise-at-pinehurst/overview.aspx;N/A;(303) 984-1431
ChIJu99WHOB9bIcRIgQyRPPVZfw;Stacys Helping Hand, Inc | Care Manager;39.68346139999999/-104.9384115;4155 E Jewell Ave #1108, Denver, CO 80222, USA;city;East;80222;Denver;5;http://www.stacyshelpinghand.com/;N/A;(720) 620-3754
ChIJs8I8UBZ9bIcRdURTy96IzJ4;Denver Metro Assisted Living;39.69998099999999/-104.8710267;941 S Fulton St, Denver, CO 80247, USA;city;Denver;80247;Denver County;;http://www.coloradoassistedliving.com/;N/A;N/A
ChIJvY3VbxCHbIcRKJSPXOYKaao;Quincy Place;39.6381454/-104.9048531;7200 E Quincy Ave, Denver, CO 80237, USA;city;Denver;80237;Denver County;5;http://www.holidaytouch.com/our-communities/quincy-place?utm_source=Local&utm_medium=organic&utm_term=5677&utm_content=IL&utm_campaign=gmb;N/A;(303) 848-3071
ChIJZ1IBjcyBa4cR74K1C8UC5dE;Brookdale Lakewood;39.6600408/-105.0821042;3151 S Wadsworth Blvd, Lakewood, CO 80227, USA;city;Lakewood;80227;Jefferson County;3.5;https://www.brookdale.com/en/communities/brookdale-lakewood-colorado.html;N/A;(303) 989-1331
ChIJK456E5R4bIcRd48hRY3oJH4;Juniper Village - The Spearly Center;39.75892499999999/-105.013523;2205 W 29th Ave, Denver, CO 80211, USA;city;Denver;80211;Denver County;3.3;http://www.junipercommunities.com/community/juniper-village-spearly/;N/A;(303) 458-1112
ChIJ019A-niHa4cR4V9-2hpC4ro;The Argyle;39.7699393/-105.0410803;4115 W 38th Ave, Denver, CO 80212, USA;city;Denver;80212;Denver County;3.2;http://www.theargyle.org/;N/A;(303) 455-9513
ChIJc9GrwjV9bIcRrQ_wIvgV4MQ;Juniper Village at Aurora;39.697301/-104.850239;11901 E Mississippi Ave, Aurora, CO 80012, USA;city;Aurora;80012;Arapahoe County;3;http://www.junipercommunities.com/community/juniper-village-aurora/;N/A;(303) 341-6335
ChIJ70oSTBR8bIcRoPu1GwPbnz0;Rosemark at Mayfair Park;39.7296742/-104.9194827;833 Jersey St, Denver, CO 80220, USA;city;Denver;80220;Denver County;4.5;http://rosemarkmayfairpark.com/;N/A;(303) 770-7673
ChIJew0ut2yHa4cRU7qJo3PWrlE;Spring Ridge Park Assisted Living;39.755322/-105.055204;5361 W 26th Ave, Denver, CO 80214, USA;city;Jefferson County;80214;Colorado;5;http://www.springridgepark.com/;N/A;(303) 233-8518
ChIJ94j31bB9bIcRxK_3RgAOBhM;Springbrooke;39.6998507/-104.9097024;6800 Leetsdale Dr, Denver, CO 80224, USA;city;Denver;80224;Denver County;3.4;http://www.springbrookeretirement.com/;N/A;(303) 331-9963
ChIJsbkiynJ4bIcRLRUrGDdPSSI;Harmony & Serenity Residence;39.79300189999999/-105.0229058;2800 Columbine Rd, Denver, CO 80221, USA;city;Denver;80221;Denver County;4.7;http://marycrest.org/;N/A;(303) 433-0906
ChIJFU4Saph7bIcRGlBiZUhkoU8;Oasis Senior Advisors Aurora;39.768294/-104.902097;3700 Quebec St #100, Denver, CO 80207, USA;city;Northeast;80207;Denver;5;http://aurora.oasissenioradvisors.com/;N/A;(720) 862-9726
ChIJmYZnoDuHa4cRhb1rYqWknTk;Cedars Healthcare Center;39.7415798/-105.0641161;1599 Ingalls St, Lakewood, CO 80214, USA;city;Lakewood;80214;Jefferson County;3.7;https://www.fivestarseniorliving.com/communities/co/lakewood/cedars-healthcare-center;N/A;(303) 232-3551
ChIJ-ao3Rfx9bIcRf-WQ6W68HsQ;Christian Living Communities;39.6715102/-104.9349612;2480 S Clermont St, Denver, CO 80222, USA;city;Denver;80222;Denver County;4;http://www.christianlivingcommunities.org/;N/A;(303) 758-4528
ChIJXYApXoOAbIcRu3bAWfbZgrM;Brookdale Meridian Englewood;39.6543603/-104.9753182;3455 S Corona St, Englewood, CO 80113, USA;city;Arapahoe County;80113;Colorado;3.7;https://www.brookdale.com/en/communities/brookdale-meridian-englewood.html;N/A;(303) 781-4032
ChIJQ0jE4bKAa4cRGkKxKDN1h7I;Volunteers of America Casa De Rosal;39.728922/-105.046912;735 Vrain St, Denver, CO 80204, USA;city;Denver;80204;Denver County;5;http://www.voacolorado.org/housing_properties/casa-de-rosal;N/A;(303) 534-0249
ChIJn1d9TjJ7bIcRurkBIuNQY0U;Heart 2 Heart 4 Seniors;39.6538905/-104.8751434;9725 E Hampden Ave, Denver, CO 80231, USA;city;Denver;80231;Denver County;5;http://www.h2h4seniors.com/;N/A;(303) 371-4100
ChIJ8dNI0-6Da4cRm9cgYyuL1g8;Brookdale Green Mountain;39.70275969999999/-105.1410431;12791 W Alameda Pkwy, Lakewood, CO 80228, USA;city;Lakewood;80228;Jefferson County;2.3;https://www.brookdale.com/en/communities/brookdale-green-mountain.html;N/A;(303) 552-5954
ChIJlbawg6ZibIcRbA7zYN74Kw0;Brookdale Aurora;39.6826616/-104.8309867;1860 S Potomac St, Aurora, CO 80012, USA;city;Aurora;80012;Arapahoe County;3.7;https://www.brookdale.com/en/communities/brookdale-aurora.html;N/A;(303) 671-4757
ChIJX1Pz1FKAbIcRFdSj5P2SD4U;Cherrelyn Healthcare Center;39.616387/-104.994429;5555 S Elati St, Littleton, CO 80120, USA;city;Arapahoe County;80120;Colorado;2.8;https://www.fivestarseniorliving.com/communities/co/littleton/cherrelyn-healthcare-center;N/A;(303) 798-8686
ChIJVVXl0ip5bIcRA1A0A5oX6iQ;Colorado Assisted Living Association;39.738702/-104.9832018;1410 Grant St, Denver, CO 80203, USA;city;Denver;80203;Denver County;;http://www.coloradoassistedlivingassociation.org/contact.html;N/A;(303) 263-5422
ChIJR0qUqhOGbIcR36o__b33SMA;Serenity House Assisted Living - Englewood;39.60530599999999/-104.865848;6128 S Iola Way, Englewood, CO 80111, USA;city;Arapahoe County;80111;Colorado;;http://www.serenityhouse.net/;N/A;(303) 584-8926
ChIJcU-x6S9-bIcRoQRiJaSUSNc;Porter Place;39.668282/-104.975239;1001 E Yale Ave, Denver, CO 80210, USA;city;Denver;80210;Denver County;4;http://www.porterhospital.org/poh/about-us/porter-place-retirement-community/;N/A;(303) 765-6800
ChIJo36gbF-GbIcRmBPnHjoeADo;MillBrook Homes;39.6130848/-104.8906565;5650 DTC Pkwy Suite 130, Greenwood Village, CO 80111, USA;city;Denver Tech Center;80111;Greenwood Village;3.7;http://millbrookcare.com/;N/A;(303) 220-7989
ChIJlRIKajOEa4cRtFs5Km4IIMk;Atria Park of Applewood;39.7568065/-105.14147;2800 Youngfield St, Lakewood, CO 80215, USA;city;Jefferson County;80215;Colorado;4.3;http://www.atriaseniorliving.com/retirement-communities/atria-applewood-lakewood-co/;N/A;(303) 872-8317
ChIJPwahH6iBa4cRuIWxNbEgiTE;Brookdale Meridian Lakewood;39.68383650000001/-105.0896955;1805 S Balsam St, Lakewood, CO 80232, USA;city;Lakewood;80232;Jefferson County;2.7;https://www.brookdale.com/en/communities/meridian-lakewood.html;N/A;(303) 985-0531
ChIJwSY5tiKYbIcR2G0ejrhU1JY;Castle Country Assisted Living;39.3721502/-104.8566821;221 Cantril St, Castle Rock, CO 80104, USA;city;Douglas County;80104;Colorado;4;http://castlecountryassistedliving.org/;N/A;(303) 688-5365
ChIJgfb96FKYbIcRbMdGiMs7ZUs;Assured Assisted Living;39.386432/-104.882497;1861 Sapling Ct, Castle Rock, CO 80109, USA;city;Douglas County;80109;Colorado;;http://assuredassistedliving.com/;N/A;(303) 814-2688
ChIJm-h-dE6YbIcRZigd0qCnvGk;Castle Rock Assisted Living and Home Care;39.3628052/-104.8622992;801 S Perry St #140, Castle Rock, CO 80104, USA;city;Castle Rock;80104;Douglas County;4.6;http://castlerockseniorcare.org/;N/A;(303) 815-9347
ChIJy7sl8xmFbIcRZw2zCb5sapA;MorningStar at RidgeGate;39.5329183/-104.8821336;10100 Commons St, Lone Tree, CO 80124, USA;city;Douglas County;80124;Colorado;3.7;http://www.morningstarseniorliving.com/communities/morningstar-at-ridgegate/;N/A;(720) 545-1645
ChIJ1XjNtJqDbIcRH9yhCQNe8LQ;Brookdale Highlands Ranch;39.5501677/-104.9506432;9160 S University Blvd, Littleton, CO 80126, USA;city;Littleton;80126;Douglas County;5;https://www.brookdale.com/en/communities/brookdale-highlands-ranch.html;N/A;(720) 344-6071
ChIJFVTK5K9TaYcRlJNd3pfkwIY;Hillcrest of Loveland;40.3968614/-105.0904467;535 N Douglas Ave, Loveland, CO 80537, USA;city;Loveland;80537;Larimer County;4.2;http://www.mbkseniorliving.com/senior-living/co/loveland/hillcrest-of-loveland/;N/A;(970) 541-4173
ChIJa_5qBjCObIcRtmrdwBOmGcg;Assured Assisted Living;39.53250999999999/-104.787491;10139 Riverstone Dr, Parker, CO 80134, USA;city;Douglas County;80134;Colorado;5;http://assuredassistedliving.com/alzheimers-care-parker-and-castle-rock/assisted-living-parker-co;N/A;(303) 840-7327
ChIJiy6Oi_xia4cRlyR7okGJD58;Grandview of Roxborough;39.4538167/-105.0683096;6265 Roxborough Park Rd, Littleton, CO 80125, USA;city;Arapahoe County;80125;Colorado;;http://www.grandviewlife.com/;N/A;(303) 744-8000
ChIJ-z8npjuYbIcRdWErJSYNxV8;Home Instead Senior Care Castle Rock, CO;39.373108/-104.859027;399 Perry St, Castle Rock, CO 80104, USA;city;Douglas County;80104;Colorado;5;http://www.homeinstead.com/490;N/A;(303) 688-7852
ChIJA2OSr2p-a4cRdwVdTxost7s;Colorado Assisted Living Homes, LLC;39.5872482/-105.0564519;5424 W Rowland Pl, Littleton, CO 80128, USA;city;Littleton;80128;Jefferson County;;http://www.coloradoassistedliving.com/;N/A;(303) 948-0555
ChIJp7hgFbJ-a4cR8CAHJRk9uM4;Brookdale Littleton;39.5703956/-105.1215005;8271 S Continental Divide Rd, Littleton, CO 80127, USA;city;Jefferson County;80127;Colorado;3;https://www.brookdale.com/en/communities/brookdale-littleton.html;N/A;(303) 904-6993
ChIJoVRNRGatbIcRcS_e6NJTkwA;Griswold Home Care;39.0489628/-104.8550578;14960 Woodcarver Rd #122, Colorado Springs, CO 80921, USA;city;Colorado Springs;80921;El Paso County;5;http://www.griswoldhomecare.com/colorado-springs-douglas-county/;N/A;(719) 359-5100
ChIJX3TAM9OFbIcRa37aNuFUBE0;Serenity House Assisted Living - Hunters Hill;39.582436/-104.891892;8352 E Hunters Hill Dr, Centennial, CO 80112, USA;city;Arapahoe County;80112;Colorado;5;http://www.serenityhouse.net/;N/A;(720) 489-6110
ChIJMZ4l4ImCbIcRIzApo8SdaKk;Rocky Mountain Assisted Living;39.532437/-105.016169;9970 Silver Maple Rd, Highlands Ranch, CO 80129, USA;city;Highlands Ranch;80129;Douglas County;5;http://www.rockymountainassistedliving.com/;N/A;(303) 996-6886
ChIJgXG8q11-a4cRxhnQQ_oJrcs;Lighthouse Assisted Living Inc - Newland;39.58835320000001/-105.0703701;7070 S Newland Ct, Littleton, CO 80128, USA;city;Littleton;80128;Jefferson County;5;http://www.lighthouseassistedliving.com/;N/A;(720) 344-7217
ChIJb8no-8OjE4cRDibnE-Ldv5Q;Belmont Senior Care;38.30500740000001/-104.5936;3 Douglas Ct, Pueblo, CO 81001, USA;city;Pueblo;81001;Pueblo County;;http://www.belmontseniorcareassistedliving.com/;N/A;(719) 544-3999
ChIJf1f1oNuZbIcRCPHVapj6Vqw;Pine Trails at Castle Rock;39.4053406/-104.8541192;864 Barranca Drive, Castle Rock, CO 80104, USA;city;Douglas County;80104;Colorado;3.4;https://communities.seniorlifestyle.com/co/castle-rock/864-barranca-dr.html;N/A;(303) 800-4060
ChIJTaFtkVyEbIcRxCsLRzpXC6I;Rocky Mountain Assisted Living at Chestnut Hill;39.55467160000001/-104.9107009;6824 Chestnut Hill St, Highlands Ranch, CO 80126, USA;city;Douglas County;80126;Colorado;;http://www.rockymountainassistedliving.com/;N/A;(303) 996-6886
ChIJP-V7n3qGbIcRU5ga3xtEg04;Brookdale Greenwood Village;39.5999735/-104.880134;6450 S Boston St, Greenwood Village, CO 80111, USA;city;Arapahoe County;80111;Colorado;3.9;https://www.brookdale.com/en/communities/brookdale-greenwood-village.html;N/A;(303) 224-9455
ChIJYVAh8BJ-a4cREsRQSTe6_Zc;Gardens at Columbine;39.579919/-105.053658;5130 W Ken Caryl Ave, Littleton, CO 80128, USA;city;Arapahoe County;80128;Colorado;3.8;https://www.gardensatcolumbine.com/;N/A;(303) 973-5115
ChIJBddTfPuRbIcRzmifr20VRxo;Castle Country Assisted Living Victorian House;39.51990000000001/-104.761345;19600 Victorian Dr, Parker, CO 80138, USA;city;Parker;80138;Douglas County;4.8;http://castlecountryassistedliving.org/;N/A;(303) 805-0631
ChIJv8loj0eMbIcRs0q0ZNFwfOk;Christian Assisted Living Home;39.58191499999999/-104.728284;22247 E Hinsdale Ave, Aurora, CO 80016, USA;city;Arapahoe County;80016;Colorado;;http://www.christianassistedlivinghomes.com/;N/A;(303) 699-6693
ChIJDyeXa0eYbIcRfOfHEgWP6Og;Assured Assisted Living;39.37581369999999/-104.8700332;599 Topeka Way #303, Castle Rock, CO 80109, USA;city;Castle Rock;80109;Douglas County;;http://assuredassistedliving.com/contact-us/;N/A;(303) 814-2688
ChIJm6CEG82BbIcRwjugReW66Eg;Libby Bortz Assisted Living;39.6114561/-105.0177065;5844 S Curtice St, Littleton, CO 80120, USA;city;Arapahoe County;80120;Colorado;4;http://www.libbybortzassistedliving.com/;N/A;(303) 347-9755
ChIJ3XyV-MaGbIcRw8VqwqIFgRM;Sunrise at Orchard;39.6080672/-104.9242043;5975 S Holly St, Littleton, CO 80121, USA;city;Arapahoe County;80121;Colorado;3.8;https://www.sunriseseniorliving.com/communities/sunrise-at-orchard/overview.aspx;N/A;(303) 773-1609
ChIJkXlFXXZ_a4cRGPTW-aQ4OCY;The Manor on Marston Lake, Assisted Living in Littleton, CO;39.631217/-105.081363;4800 Old S. Wadsworth Blvd, Littleton, CO 80123, USA;city;CO;80123;United States;5;https://www.manoronmarstonlake.com/;N/A;(303) 932-9808
ChIJ24dmcWtDE4cR8UGvgQFUeg4;The Palisades at Broadmoor Park;38.766576/-104.817339;4547 Palisades Park View, Colorado Springs, CO 80906, USA;city;El Paso County;80906;Colorado;4.5;http://www.mbkseniorliving.com/senior-living/co/colorado-springs/the-palisades-at-broadmoor-park/;N/A;(719) 266-2229
ChIJrcL0GDiMbIcRrklqNOkYl2E;Peregrine Senior Living at Aurora;39.5802378/-104.730093;7475 S Shawnee St, Aurora, CO 80016, USA;city;Arapahoe County;80016;Colorado;4.1;http://www.peregrineseniorliving.com/peregrine-landing-aurora-assisted-living;N/A;(303) 766-8867
ChIJaZG9b-KDbIcR-NqHGELK-CQ;Serenity House Assisted Living - Centennial;39.5802222/-104.9543527;2947 E Dry Creek Pl, Centennial, CO 80112, USA;city;Arapahoe County;80112;Colorado;;http://www.serenityhouse.net/;N/A;(303) 584-8926
ChIJ_____7LGQYcRfzMKhGt-z8o;Castle Peak Senior Life and Rehabilitation;39.639402/-106.830968;195 Freestone Road, X5980, Eagle, CO 81631, USA;city;US;81631;81631;;http://castlepeak.org/;N/A;(970) 989-2500
ChIJrxrFS1DBQYcRQ3VEnn5EdeA;Golden Eagle Apartments;39.649096/-106.827923;700 Broadway St # 1, Eagle, CO 81631, USA;city;Eagle;81631;Eagle County;5;N/A;N/A;(970) 328-6970
ChIJDwYTAlvBQYcR2d_4hoGqytk;Visiting Angels;39.654015/-106.827138;120 E 3rd St, Eagle, CO 81631, USA;city;Eagle County;81631;Colorado;;http://www.visitingangels.com/comtns/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local;N/A;(970) 328-5526
ChIJ2fEcYh9OE4cRVk8-tf4yEOU;ViewPointe Assisted Living, Memory Care, and Independent Living;38.91922/-104.839002;555 S Rockrimmon Blvd, Colorado Springs, CO 80919, USA;city;Colorado Springs;80919;El Paso County;;http://www.viewpointeco.com/;N/A;(719) 528-8000
ChIJHRHWMptEE4cRHEuKKh71T4I;Cheyenne Place, An Independent Living Community;38.7926701/-104.8108061;945 Tenderfoot Hill Rd, Colorado Springs, CO 80906, USA;city;Colorado Springs;80906;El Paso County;5;http://www.genesishcc.com/CheyennePlace;N/A;(719) 576-2122
ChIJc0Wqc6lFE4cRGg4P1arlXZ0;Medalion Retirement Community;38.83502/-104.795275;1719 E Bijou St, Colorado Springs, CO 80909, USA;city;Colorado Springs;80909;El Paso County;3.6;http://www.centuraseniors.org/;N/A;(719) 381-1000
ChIJx6m_qd9FE4cRqd4mwtisxoI;Winslow Court Retirement Community;38.851948/-104.75454;3920 E San Miguel St, Colorado Springs, CO 80909, USA;city;El Paso County;80909;Colorado;3.9;http://www.stellarliving.com/winslow-court/;N/A;(719) 597-1700
ChIJfRIbD0xGE4cRYql7ZEjSwsA;A Doctor's Touch Assisted Living Homes;38.8545431/-104.7103835;1550 Hiawatha Dr, Colorado Springs, CO 80915, USA;city;El Paso County;80915;Colorado;3.3;http://www.adoctorstouch.com/;N/A;(719) 638-8198
ChIJ3ZNtwr9EE4cRn-BF4i8lmcw;Broadmoor Court Assisted Living;38.8032285/-104.8233301;2045 Roanoke St, Colorado Springs, CO 80906, USA;city;El Paso County;80906;Colorado;3.5;http://www.broadmoorcourt.com/;N/A;(719) 471-2285
ChIJESKaFOBOE4cRmeWYv9RK2UM;Brookdale Senior Living;38.91450199999999/-104.776171;2780 Vickers Dr, Colorado Springs, CO 80918, USA;city;Colorado Springs;80918;El Paso County;4;https://www.brookdale.com/en/communities/brookdale-skyline.html;N/A;(719) 598-0400
ChIJoxCtM89RE4cRyYbde6abd1A;MorningStar Assisted Living and Memory Care at Mountain Shadows;38.910183/-104.8628907;5355 Centennial Blvd, Colorado Springs, CO 80919, USA;city;Colorado Springs;80919;El Paso County;4.5;http://www.morningstarseniorliving.com/communities/morningstar-at-shadows/;N/A;(719) 260-5605
ChIJwRu26o9PE4cRpKtaNucbRbo;Colorado Springs Senior Homes;38.876461/-104.811812;3102 N Prospect St, Colorado Springs, CO 80907, USA;city;Colorado Springs;80907;El Paso County;3.7;http://www.coloradospringsseniorhomes.net/;N/A;(719) 636-2731
ChIJVVVVVSFME4cRAxbCSJCagEI;Freedom Home Assisted Living Inc;38.977748/-104.777286;10080 Lexington Dr, Colorado Springs, CO 80920, USA;city;Colorado Springs;80920;El Paso County;5;http://www.freedomhomeforseniors.com/;N/A;(720) 436-3995
ChIJdxPdCrpOE4cR-hc_07pCALg;Brookdale Briargate;38.9413175/-104.7639875;7560 Lexington Dr, Colorado Springs, CO 80920, USA;city;Colorado Springs;80920;El Paso County;1;https://www.brookdale.com/en/communities/brookdale-briargate.html;N/A;(719) 428-2029
ChIJp8kFqcJaE4cRAOVVja278bc;Brookdale Skyline;38.83061070000001/-104.8688468;2365 Patriot Heights, Colorado Springs, CO 80904, USA;city;El Paso County;80904;Colorado;3.6;https://www.brookdale.com/en/communities/brookdale-skyline.html;N/A;(719) 428-2033
ChIJG-v-JKVBE4cRkS09SCvJT08;Apple Tree Assisted Living;38.7467736/-104.7194648;1125 Brockdell Dr, Colorado Springs, CO 80911, USA;city;Colorado Springs;80911;El Paso County;4.2;http://www.solangealfs.com/;N/A;(719) 282-1155
ChIJmUAtxPhFE4cRY1Fmz5Osf70;Brookdale Palmer Park;38.87255029999999/-104.7583213;2850 Academy Blvd N, Colorado Springs, CO 80917, USA;city;Colorado Springs;80917;El Paso County;2.3;https://www.brookdale.com/en/communities/brookdale-palmer-park.html;N/A;(303) 552-5959
ChIJWdvw6NpaE4cRE2TgvwU8l-s;Brookdale Bear Creek;38.8252177/-104.8584281;1685 S 21st St, Colorado Springs, CO 80904, USA;city;El Paso County;80904;Colorado;3.6;https://www.brookdale.com/en/communities/brookdale-bear-creek.html;N/A;(303) 552-5958
ChIJ7_JrFD9FE4cRO3QcQTLv66Q;Brookdale Monument Valley Park;38.8437826/-104.8261544;10 W Monument St, Colorado Springs, CO 80903, USA;city;Colorado Springs;80903;El Paso County;2.8;https://www.brookdale.com/en/communities/brookdale-monument-valley-park.html;N/A;(719) 428-2030
ChIJiZlFr-VLE4cRgnyfXzHdPTA;Bonaventure of Colorado Springs;38.9615586/-104.7318369;9112 Grand Cordera Pkwy, Colorado Springs, CO 80924, USA;city;El Paso County;80924;Colorado;3.8;http://bonaventuresenior.com/communities/colorado-springs-colorado/;N/A;(719) 434-5230
ChIJrwnqfn9PE4cRBHt9MnXSk1c;Mackenzie Place - Colorado Springs;38.87229110000001/-104.7967095;1605 Elm Creek View, Colorado Springs, CO 80907, USA;city;Colorado Springs;80907;El Paso County;4.2;http://leisurecare.com/our-communities/mackenzie-place-colorado-springs/overview;N/A;(719) 633-8181
ChIJg8zEUGRPE4cR2OUKlWJ5pv8;Assisted Living Country Club Colorado Springs;38.87826099999999/-104.783756;3205 Leslie Dr, Colorado Springs, CO 80909, USA;city;Colorado Springs;80909;El Paso County;3.3;http://www.countryclubassistedliving.com/;N/A;(719) 329-1200
